gene	pct.1	pct.2	enrich.ratio	avg_logFC	gene.score	p_val_adj
GGCT	0.057	0.106	0.53774	-0.0214	-0.01151	0
PCDH9	0.092	0.149	0.61745	-0.01865	-0.01152	0
DAP	0.105	0.187	0.5615	-0.02058	-0.01156	0
SUCLA2	0.103	0.183	0.56284	-0.02059	-0.01159	0
GPR82	0.074	0.119	0.62185	-0.01866	-0.0116	3e-4
ARMCX3	0.259	0.382	0.67801	-0.01713	-0.01162	0
SLTM	0.3	0.476	0.63025	-0.01845	-0.01163	0
NUCB2	0.163	0.259	0.62934	-0.01849	-0.01163	0
SPIN1	0.251	0.375	0.66933	-0.01745	-0.01168	0
VPS35	0.271	0.415	0.65301	-0.01794	-0.01172	0
SNRNP27	0.215	0.318	0.6761	-0.01736	-0.01174	0
PCMTD2	0.144	0.254	0.56693	-0.02077	-0.01178	0
ASNS	0.111	0.173	0.64162	-0.01838	-0.01179	0
PHF23	0.085	0.144	0.59028	-0.02003	-0.01182	0
PDS5A	0.085	0.14	0.60714	-0.01947	-0.01182	0
ENOPH1	0.101	0.166	0.60843	-0.01944	-0.01183	0
IRF2BP2	0.18	0.292	0.61644	-0.01922	-0.01185	0
DTWD1	0.111	0.177	0.62712	-0.01894	-0.01187	0
PLXNA4	0.139	0.225	0.61778	-0.01925	-0.01189	0
SUPT6H	0.101	0.168	0.60119	-0.01978	-0.01189	0
SRGAP2C	0.076	0.119	0.63866	-0.01875	-0.01198	6.6e-4
TNKS	0.14	0.234	0.59829	-0.02003	-0.01199	0
EPHA5	0.276	0.411	0.67153	-0.01786	-0.012	0
GSPT2	0.097	0.183	0.53005	-0.02266	-0.01201	0
RNPC3	0.072	0.128	0.5625	-0.02142	-0.01205	0
TSC22D2	0.072	0.118	0.61017	-0.01975	-0.01205	4e-5
MIIP	0.054	0.101	0.53465	-0.02257	-0.012070000000000001	0
HSPB11	0.081	0.135	0.6	-0.02016	-0.01209	0
AASDHPPT	0.223	0.338	0.65976	-0.01834	-0.0121	0
CSNK1A1	0.371	0.542	0.6845	-0.0177	-0.01211	0
OSER1	0.115	0.193	0.59585	-0.02033	-0.01211	0
TMX3	0.073	0.132	0.55303	-0.02189	-0.01211	0
HMGCS1	0.135	0.212	0.63679	-0.01911	-0.01217	0
PHF20	0.263	0.417	0.6307	-0.01932	-0.01218	0
ASIC1	0.063	0.12	0.525	-0.02322	-0.01219	0
EXOC7	0.218	0.341	0.6393	-0.01909	-0.0122	0
EIF3J-AS1	0.065	0.111	0.58559	-0.02083	-0.0122	1e-5
SOX5	0.344	0.497	0.69215	-0.01765	-0.01221	0
CUX2	0.126	0.21	0.6	-0.02037	-0.01222	0
ACTR1B	0.066	0.108	0.61111	-0.02004	-0.01225	2.1e-4
ZCCHC8	0.069	0.134	0.51493	-0.02382	-0.01226	0
HACD3	0.222	0.349	0.6361	-0.01937	-0.01232	0
COA5	0.079	0.132	0.59848	-0.0206	-0.01233	0
SS18L1	0.083	0.156	0.53205	-0.02319	-0.01234	0
MIS18A	0.06	0.105	0.57143	-0.02161	-0.01235	0
FBXO42	0.073	0.118	0.61864	-0.01997	-0.01235	6e-5
UCHL5	0.078	0.134	0.58209	-0.02128	-0.01239	0
NBN	0.066	0.104	0.63462	-0.01953	-0.0124	0.00409
ABR	0.079	0.144	0.54861	-0.02263	-0.01241	0
PCSK7	0.1	0.152	0.65789	-0.01891	-0.01244	1.5e-4
TM2D1	0.112	0.18	0.62222	-0.0201	-0.0125	0
ZC3H14	0.136	0.229	0.59389	-0.02106	-0.01251	0
SPATA7	0.094	0.166	0.56627	-0.02218	-0.01256	0
PPP2R3C	0.152	0.235	0.64681	-0.01944	-0.01257	0
PANK3	0.097	0.158	0.61392	-0.02056	-0.01262	0
ASPHD1	0.072	0.13	0.55385	-0.02282	-0.01264	0
TIAM2	0.122	0.199	0.61307	-0.02066	-0.01266	0
GFOD1	0.063	0.107	0.58879	-0.02155	-0.01269	2e-5
IRF2BPL	0.151	0.262	0.57634	-0.02209	-0.01273	0
AQR	0.106	0.187	0.56684	-0.02247	-0.01274	0
DUT	0.166	0.273	0.60806	-0.02102	-0.01278	0
PPM1L	0.08	0.135	0.59259	-0.02159	-0.01279	0
TSR1	0.096	0.175	0.54857	-0.02333	-0.0128	0
ZNF519	0.056	0.109	0.51376	-0.02494	-0.01281	0
C5orf51	0.07	0.114	0.61404	-0.02086	-0.01281	6e-5
LAMP1	0.054	0.104	0.51923	-0.02475	-0.01285	0
THAP1	0.087	0.149	0.58389	-0.02206	-0.01288	0
MRPL39	0.057	0.108	0.52778	-0.02453	-0.01295	0
FLAD1	0.089	0.143	0.62238	-0.02085	-0.01297	1e-5
THUMPD3	0.099	0.17	0.58235	-0.02236	-0.01302	0
FOXO3	0.198	0.306	0.64706	-0.02023	-0.01309	0
DEDD2	0.077	0.128	0.60156	-0.02176	-0.01309	0
DCAF13	0.122	0.192	0.63542	-0.02066	-0.01313	0
PTPN2	0.081	0.15	0.54	-0.02433	-0.01314	0
BANP	0.054	0.105	0.51429	-0.02555	-0.01314	0
ZNF32	0.182	0.287	0.63415	-0.02077	-0.01317	0
ALKBH2	0.097	0.17	0.57059	-0.02313	-0.01319	0
OSBPL2	0.071	0.125	0.568	-0.02329	-0.01323	0
PRDM16	0.065	0.101	0.64356	-0.02058	-0.01324	0.00595
WDR1	0.077	0.13	0.59231	-0.02243	-0.01329	0
TRPC4AP	0.073	0.135	0.54074	-0.02466	-0.01334	0
SMARCA4	0.304	0.473	0.64271	-0.02079	-0.01336	0
FUT8	0.064	0.107	0.59813	-0.02256	-0.01349	1e-4
CD320	0.075	0.12	0.625	-0.02163	-0.01352	2.5e-4
CNOT7	0.297	0.434	0.68433	-0.01978	-0.01354	0
CEP63	0.104	0.167	0.62275	-0.02175	-0.01354	0
KRIT1	0.109	0.188	0.57979	-0.02341	-0.01357	0
NDUFAF5	0.06	0.118	0.50847	-0.02669	-0.01357	0
UROS	0.081	0.134	0.60448	-0.02246	-0.01357	0
PPP2R5C	0.103	0.181	0.56906	-0.02386	-0.01358	0
ATXN10	0.272	0.427	0.637	-0.02134	-0.01359	0
NT5C3B	0.179	0.292	0.61301	-0.02231	-0.01368	0
OLA1	0.268	0.417	0.64269	-0.0213	-0.01369	0
MIB1	0.096	0.18	0.53333	-0.02569	-0.0137	0
UBL3	0.089	0.158	0.56329	-0.02438	-0.01373	0
PARP11	0.061	0.105	0.58095	-0.02365	-0.01374	1e-5
ZNF532	0.11	0.184	0.59783	-0.02307	-0.01379	0
APOPT1	0.158	0.258	0.61240000000000006	-0.02255	-0.01381	0
DOPEY1	0.066	0.112	0.58929	-0.02352	-0.01386	1e-5
IMP3	0.177	0.293	0.6041	-0.02302	-0.0139	0
CD151	0.124	0.208	0.59615	-0.02336	-0.01393	0
GPATCH1	0.063	0.115	0.54783	-0.02545	-0.01394	0
ERGIC1	0.056	0.101	0.55446	-0.02517	-0.01396	0
CYP20A1	0.129	0.201	0.64179	-0.02182	-0.014	0
FBXL3	0.058	0.109	0.53211	-0.0264	-0.01405	0
HGS	0.061	0.102	0.59804	-0.02349	-0.01405	8e-5
RAC3	0.101	0.182	0.55495	-0.02533	-0.01406	0
FKBP2	0.124	0.205	0.60488	-0.02336	-0.01413	0
DACT1	0.055	0.105	0.52381	-0.02699	-0.01414	0
TRIB2	0.099	0.159	0.62264	-0.02284	-0.01422	0
MYO6	0.137	0.207	0.66184	-0.02152	-0.01425	0
PLIN2	0.084	0.128	0.65625	-0.02172	-0.01425	0.00122
CHMP4B	0.056	0.107	0.52336	-0.02726	-0.01427	0
RAP1A	0.065	0.111	0.58559	-0.02439	-0.01428	1e-5
CSNK2A1	0.214	0.346	0.6185	-0.0231	-0.01429	0
ZSCAN26	0.081	0.144	0.5625	-0.02549	-0.01434	0
SHANK2	0.059	0.108	0.5463	-0.02631	-0.01437	0
ARFGAP3	0.098	0.191	0.51309	-0.02807	-0.0144	0
PSMA7	0.498	0.683	0.72914	-0.01979	-0.01443	0
DYNLL2	0.067	0.134	0.5	-0.02895	-0.01448	0
EGLN2	0.07	0.135	0.51852	-0.02792	-0.01448	0
SOS1	0.096	0.156	0.61538	-0.02358	-0.01451	0
CLPX	0.088	0.154	0.57143	-0.02543	-0.01453	0
TOR1AIP1	0.059	0.102	0.57843	-0.02513	-0.01454	3e-5
CLDND1	0.142	0.203	0.69951	-0.02081	-0.01456	2.3e-4
MIS18BP1	0.066	0.128	0.51562	-0.02826	-0.01457	0
ZNF737	0.072	0.137	0.52555	-0.02776	-0.01459	0
SNAP47	0.118	0.186	0.63441	-0.02302	-0.0146	0
ERBB2IP	0.08	0.135	0.59259	-0.02465	-0.01461	0
SREBF2	0.086	0.144	0.59722	-0.02446	-0.01461	0
CCDC43	0.071	0.136	0.52206	-0.02802	-0.01463	0
CLTB	0.09	0.155	0.58065	-0.02525	-0.01466	0
BPHL	0.115	0.185	0.62162	-0.0236	-0.01467	0
NXT1	0.114	0.211	0.54028	-0.02717	-0.01468	0
EIF2A	0.226	0.339	0.66667	-0.02202	-0.01468	0
GNPTAB	0.084	0.146	0.57534	-0.02551	-0.01468	0
PDIK1L	0.085	0.146	0.58219	-0.02532	-0.01474	0
MSANTD4	0.1	0.178	0.5618	-0.02625	-0.01475	0
C1orf52	0.152	0.247	0.61538	-0.02405	-0.0148	0
DLGAP4	0.254	0.417	0.60911	-0.02441	-0.01487	0
CNPY2	0.153	0.255	0.6	-0.02487	-0.01492	0
GCA	0.084	0.132	0.63636	-0.02351	-0.01496	1e-4
PDRG1	0.086	0.17	0.50588	-0.0296	-0.01498	0
F2R	0.107	0.184	0.58152	-0.02579	-0.015	0
CECR5	0.07	0.127	0.55118	-0.02722	-0.015	0
CCDC130	0.085	0.157	0.5414	-0.02777	-0.01504	0
TSC2	0.05	0.106	0.4717	-0.03189	-0.01504	0
BIRC6	0.144	0.24	0.6	-0.02516	-0.0151	0
DIDO1	0.111	0.188	0.59043	-0.02562	-0.01513	0
UXT	0.369	0.533	0.69231	-0.02187	-0.01514	0
C21orf59	0.112	0.189	0.59259	-0.02557	-0.01515	0
EBAG9	0.099	0.153	0.64706	-0.02341	-0.01515	5e-5
ZNF71	0.084	0.144	0.58333	-0.02601	-0.01518	0
MON2	0.063	0.115	0.54783	-0.02788	-0.01527	0
UXS1	0.075	0.124	0.60484	-0.02526	-0.01528	2e-5
ST8SIA2	0.115	0.204	0.56373	-0.02713	-0.01529	0
AFAP1	0.09	0.151	0.59603	-0.02573	-0.01533	0
LEMD3	0.055	0.105	0.52381	-0.02927	-0.01533	0
SH3KBP1	0.056	0.102	0.54902	-0.02796	-0.01535	0
PARG	0.069	0.132	0.52273	-0.02939	-0.01536	0
POLR2A	0.106	0.197	0.53807	-0.02863	-0.0154	0
ZBTB44	0.094	0.173	0.54335	-0.02834	-0.0154	0
EXOC6B	0.054	0.105	0.51429	-0.03	-0.01543	0
KRR1	0.166	0.272	0.61029	-0.02534	-0.01546	0
EIF1B	0.676	0.83	0.81446	-0.01901	-0.01548	0.00162
ETF1	0.058	0.106	0.54717	-0.02834	-0.01551	0
FAM174A	0.062	0.106	0.58491	-0.02653	-0.01552	4e-5
CMSS1	0.117	0.195	0.6	-0.02592	-0.01555	0
RNF38	0.083	0.13	0.63846	-0.02435	-0.01555	1.1e-4
KBTBD7	0.085	0.145	0.58621	-0.02655	-0.01556	0
TBCC	0.33	0.482	0.68465	-0.02276	-0.01558	0
EEF1E1	0.106	0.183	0.57923	-0.02693	-0.0156	0
TMEM87A	0.132	0.216	0.61111	-0.02555	-0.01562	0
ZNF281	0.201	0.309	0.65049	-0.02409	-0.01567	0
DR1	0.068	0.11	0.61818	-0.0254	-0.0157	1.9e-4
C18orf21	0.07	0.132	0.5303	-0.02963	-0.01571	0
LRP6	0.119	0.181	0.65746	-0.02389	-0.01571	1e-5
STK25	0.111	0.202	0.5495	-0.02865	-0.01574	0
PNKD	0.153	0.232	0.65948	-0.02386	-0.01574	0
ADAR	0.237	0.356	0.66573	-0.0237	-0.01577	0
NUP160	0.145	0.222	0.65315	-0.024140000000000002	-0.01577	0
TMEM251	0.056	0.114	0.49123	-0.03219	-0.01581	0
NDUFA11	0.224	0.384	0.58333	-0.02711	-0.01582	0
SEC61B	0.422	0.628	0.67197	-0.0236	-0.01586	0
DIRAS1	0.059	0.107	0.5514	-0.0288	-0.01588	0
SRFBP1	0.101	0.169	0.59763	-0.02659	-0.01589	0
CXCL12	0.06	0.116	0.51724	-0.03074	-0.0159	0
BMPR2	0.202	0.301	0.6711	-0.02371	-0.01591	0
CUX1	0.191	0.287	0.66551	-0.02392	-0.01592	0
ARCN1	0.079	0.145	0.54483	-0.02925	-0.01593	0
RP11-14N7.2	0.066	0.117	0.5641	-0.02837	-0.016	0
LPIN1	0.092	0.146	0.63014	-0.02539	-0.016	1e-5
CCBL2	0.068	0.126	0.53968	-0.02968	-0.01602	0
EFCAB7	0.07	0.124	0.56452	-0.02842	-0.01604	0
EDRF1	0.09	0.159	0.56604	-0.02852	-0.01615	0
ZNF570	0.064	0.111	0.57658	-0.02808	-0.01619	0
PHTF2	0.069	0.118	0.58475	-0.02772	-0.01621	0
USPL1	0.066	0.11	0.6	-0.02703	-0.01622	3e-5
CADM4	0.085	0.143	0.59441	-0.02736	-0.01626	0
AP3M1	0.069	0.115	0.6	-0.02713	-0.01628	2e-5
SDF2	0.128	0.215	0.59535	-0.02739	-0.0163	0
CCDC47	0.108	0.192	0.5625	-0.02902	-0.01633	0
TTTY15	0.152	0.26	0.58462	-0.02797	-0.01635	0
CDC5L	0.289	0.414	0.69807	-0.02344	-0.01636	0
ZFP90	0.156	0.253	0.6166	-0.02655	-0.01637	0
TMBIM4	0.08	0.147	0.54422	-0.03008	-0.01637	0
ZCCHC14	0.061	0.111	0.54955	-0.02983	-0.01639	0
IFNAR1	0.115	0.186	0.61828	-0.02655	-0.01641	0
NUP62	0.123	0.224	0.54911	-0.0299	-0.01642	0
ZNF580	0.06	0.128	0.46875	-0.03504	-0.01642	0
TMEM126A	0.106	0.165	0.64242	-0.02556	-0.01642	1e-5
MTMR4	0.138	0.236	0.58475	-0.0281	-0.01643	0
DAD1	0.216	0.331	0.65257	-0.02517	-0.01643	0
MRPL40	0.128	0.22	0.58182	-0.02825	-0.01644	0
LLPH	0.111	0.186	0.59677	-0.02755	-0.01644	0
CDR1-AS	0.192	0.294	0.65306	-0.02521	-0.01646	0
PHIP	0.454	0.609	0.74548	-0.02208	-0.01646	0
RIC3	0.101	0.182	0.55495	-0.02968	-0.01647	0
MDM4	0.151	0.252	0.59921	-0.02756	-0.01651	0
DRAXIN	0.162	0.255	0.63529	-0.026	-0.01652	0
PLXNB2	0.062	0.118	0.52542	-0.0315	-0.01655	0
CLTC	0.113	0.204	0.55392	-0.02998	-0.01661	0
VEZF1	0.217	0.34	0.63824	-0.02603	-0.01661	0
MRPL19	0.118	0.196	0.60204	-0.02762	-0.01663	0
SNX13	0.062	0.111	0.55856	-0.02981	-0.01665	0
SF3A3	0.136	0.22	0.61818	-0.02697	-0.01667	0
PAK3	0.259	0.381	0.67979	-0.02457	-0.0167	0
KIAA0586	0.104	0.193	0.53886	-0.03101	-0.01671	0
TMEM132B	0.07	0.123	0.56911	-0.02939	-0.01672	0
PLCB4	0.127	0.208	0.61058	-0.0274	-0.01673	0
B3GAT3	0.07	0.119	0.58824	-0.02848	-0.01675	0
POLDIP3	0.07	0.136	0.51471	-0.03257	-0.01676	0
BCL9	0.096	0.156	0.61538	-0.02725	-0.01677	0
UBE2G1	0.077	0.151	0.50993	-0.03293	-0.01679	0
STARD7	0.065	0.113	0.57522	-0.02922	-0.01681	0
XPC	0.075	0.13	0.57692	-0.02918	-0.01684	0
MRPL23	0.063	0.114	0.55263	-0.0305	-0.01686	0
G3BP2	0.275	0.401	0.68579	-0.02482	-0.01702	0
OLFM2	0.113	0.195	0.57949	-0.02939	-0.01703	0
NBEA	0.16	0.244	0.65574	-0.026	-0.01705	0
ZNF248	0.097	0.176	0.55114	-0.03097	-0.01707	0
EMC2	0.06	0.105	0.57143	-0.0299	-0.01709	1e-5
CCNL2	0.182	0.291	0.62543	-0.02739	-0.01713	0
ZNF232	0.049	0.107	0.45794	-0.03741	-0.01713	0
NDRG4	0.08	0.137	0.58394	-0.02949	-0.01722	0
C5orf45	0.087	0.148	0.58784	-0.0293	-0.01723	0
PISD	0.068	0.138	0.49275	-0.03498	-0.01724	0
ZRANB2	0.264	0.403	0.65509	-0.02636	-0.01727	0
RHOA	0.218	0.341	0.6393	-0.02701	-0.01727	0
ADGRV1	0.159	0.246	0.64634	-0.02675	-0.01729	0
PLA2G12A	0.078	0.123	0.63415	-0.02729	-0.0173	3.8e-4
C1orf131	0.099	0.171	0.57895	-0.0299	-0.01731	0
CLVS1	0.146	0.246	0.5935	-0.02924	-0.01735	0
CES2	0.066	0.111	0.59459	-0.02922	-0.01737	4e-5
BAG5	0.126	0.241	0.52282	-0.03327	-0.01739	0
PRDX4	0.153	0.241	0.63485	-0.0274	-0.0174	0
TRMT61B	0.074	0.128	0.57812	-0.03013	-0.01742	0
SNW1	0.292	0.456	0.64035	-0.02725	-0.01745	0
EPHA5-AS1	0.048	0.104	0.46154	-0.0379	-0.01749	0
TRIM27	0.075	0.143	0.52448	-0.03336	-0.0175	0
NBAS	0.089	0.151	0.5894	-0.02974	-0.01753	0
CENPC	0.124	0.213	0.58216	-0.03037	-0.01768	0
GRINA	0.076	0.125	0.608	-0.02908	-0.01768	2e-5
FBXL5	0.132	0.22	0.6	-0.02962	-0.01777	0
CCNT2	0.141	0.22	0.64091	-0.02779	-0.01781	0
TGS1	0.163	0.256	0.63672	-0.02798	-0.01782	0
NDUFS6	0.251	0.405	0.61975	-0.02883	-0.01787	0
PCID2	0.075	0.141	0.53191	-0.03359	-0.01787	0
METTL10	0.085	0.138	0.61594	-0.02902	-0.01787	0
CCDC137	0.067	0.127	0.52756	-0.033890000000000003	-0.01788	0
IGLON5	0.068	0.127	0.53543	-0.03362	-0.018	0
TSPO	0.235	0.369	0.63686	-0.02833	-0.01804	0
KIAA1522	0.057	0.103	0.5534	-0.03261	-0.01805	0
IVD	0.061	0.108	0.56481	-0.03196	-0.01805	0
RAB22A	0.057	0.106	0.53774	-0.03367	-0.0181	0
PPIL2	0.057	0.107	0.53271	-0.03403	-0.01813	0
PRPF39	0.077	0.134	0.57463	-0.03156	-0.01814	0
SPPL2A	0.051	0.102	0.5	-0.03633	-0.01816	0
FAXC	0.083	0.155	0.53548	-0.03396	-0.01819	0
CASP3	0.061	0.111	0.54955	-0.03311	-0.0182	0
KLHL42	0.07	0.141	0.49645	-0.03668	-0.01821	0
EML1	0.125	0.201	0.62189	-0.02938	-0.01827	0
RPF2	0.075	0.154	0.48701	-0.03753	-0.01828	0
PSMD7	0.211	0.349	0.60458	-0.03026	-0.0183	0
ZFYVE9	0.047	0.105	0.44762	-0.04091	-0.01831	0
ATG5	0.082	0.137	0.59854	-0.03059	-0.01831	0
ERI3	0.15	0.253	0.59289	-0.03091	-0.01832	0
COMMD2	0.177	0.276	0.6413	-0.0286	-0.01834	0
NIP7	0.063	0.125	0.504	-0.03654	-0.01842	0
ZBTB17	0.066	0.113	0.58407	-0.03155	-0.01843	1e-5
THAP3	0.066	0.131	0.50382	-0.0367	-0.01849	0
VASH1	0.074	0.141	0.52482	-0.03524	-0.0185	0
ZNF143	0.061	0.117	0.52137	-0.03548	-0.0185	0
SNRNP70	0.252	0.43	0.58605	-0.03158	-0.01851	0
TRIP11	0.172	0.281	0.6121	-0.03032	-0.01856	0
KCNB2	0.057	0.102	0.55882	-0.03322	-0.01857	0
TTBK2	0.063	0.11	0.57273	-0.03249	-0.01861	0
RRAGC	0.064	0.125	0.512	-0.03642	-0.01865	0
PDLIM2	0.08	0.138	0.57971	-0.03219	-0.01866	0
RBPJ	0.512	0.678	0.75516	-0.02471	-0.01866	0
NDUFA6	0.208	0.336	0.61905	-0.03024	-0.01872	0
ELMO1	0.14	0.236	0.59322	-0.03157	-0.01873	0
PDXK	0.048	0.103	0.46602	-0.0402	-0.01873	0
SCCPDH	0.12	0.207	0.57971	-0.03233	-0.01874	0
NKRF	0.057	0.11	0.51818	-0.03623	-0.01877	0
SLC25A3	0.475	0.665	0.71429	-0.02636	-0.01883	0
GDF11	0.094	0.147	0.63946	-0.02948	-0.01885	2e-5
SRP72	0.307	0.463	0.66307	-0.02856	-0.01894	0
TMEM242	0.084	0.141	0.59574	-0.0319	-0.019	0
SSX2IP	0.083	0.154	0.53896	-0.03527	-0.01901	0
RMND1	0.062	0.118	0.52542	-0.03625	-0.01905	0
VPS41	0.109	0.183	0.59563	-0.03208	-0.01911	0
ATOX1	0.227	0.345	0.65797	-0.02912	-0.01916	0
SCAMP1	0.107	0.175	0.61143	-0.03138	-0.01919	0
TBRG1	0.067	0.122	0.54918	-0.03494	-0.01919	0
SORL1	0.134	0.208	0.64423	-0.02979	-0.01919	0
NUFIP1	0.058	0.115	0.50435	-0.03809	-0.01921	0
TBC1D14	0.115	0.202	0.56931	-0.03377	-0.01922	0
RUSC1	0.108	0.195	0.55385	-0.03477	-0.01926	0
LSM7	0.439	0.63	0.69683	-0.02765	-0.01926	0
ZNF620	0.085	0.152	0.55921	-0.03444	-0.01926	0
MCUR1	0.067	0.128	0.52344	-0.03681	-0.01927	0
PGRMC2	0.158	0.265	0.59623	-0.03233	-0.01928	0
RAB4A	0.219	0.36	0.60833	-0.03175	-0.01931	0
VPS4A	0.086	0.167	0.51497	-0.03752	-0.01932	0
GABRB3	0.082	0.16	0.5125	-0.03777	-0.01936	0
PMS1	0.08	0.129	0.62016	-0.03122	-0.01936	2e-5
MRPS22	0.086	0.154	0.55844	-0.03469	-0.01937	0
SFSWAP	0.179	0.318	0.56289	-0.03443	-0.01938	0
TMEM151B	0.046	0.101	0.45545	-0.04258	-0.0194	0
IFT81	0.125	0.214	0.58411	-0.03323	-0.01941	0
NT5C	0.058	0.128	0.45312	-0.04296	-0.01947	0
HTRA2	0.066	0.113	0.58407	-0.03334	-0.01948	0
ZNF804A	0.171	0.27	0.63333	-0.03082	-0.01952	0
SPINT2	0.071	0.124	0.57258	-0.03415	-0.01956	0
MAP4K5	0.128	0.22	0.58182	-0.0337	-0.01961	0
LRPAP1	0.136	0.196	0.69388	-0.02835	-0.01967	1.9e-4
TRMT6	0.054	0.103	0.52427	-0.03756	-0.01969	0
WIPF3	0.075	0.135	0.55556	-0.03549	-0.01972	0
POLR3A	0.088	0.14	0.62857	-0.0315	-0.0198	2e-5
ZBTB8A	0.087	0.156	0.55769	-0.03562	-0.01986	0
LIG3	0.051	0.105	0.48571	-0.04092	-0.01987	0
ZSWIM7	0.113	0.202	0.55941	-0.03554	-0.01988	0
DUSP16	0.059	0.122	0.48361	-0.04119	-0.01992	0
CFDP1	0.345	0.523	0.65966	-0.03022	-0.01993	0
LMNB1	0.159	0.264	0.60227	-0.0331	-0.01994	0
POLR1E	0.058	0.103	0.56311	-0.03542	-0.01994	0
RBM28	0.106	0.189	0.56085	-0.03561	-0.01997	0
SCAI	0.083	0.144	0.57639	-0.03466	-0.01998	0
MSMO1	0.215	0.333	0.64565	-0.03096	-0.01999	0
ADGRL1	0.061	0.127	0.48031	-0.04166	-0.02001	0
SMARCA1	0.11	0.187	0.58824	-0.03405	-0.02003	0
BRIX1	0.147	0.23	0.63913	-0.03138	-0.02006	0
MITD1	0.084	0.146	0.57534	-0.035	-0.02014	0
ASB8	0.149	0.251	0.59363	-0.03404	-0.02021	0
ZNF300	0.113	0.184	0.61413	-0.03295	-0.02024	0
CCS	0.1	0.157	0.63694	-0.0318	-0.02026	0
SNRNP200	0.221	0.349	0.63324	-0.03201	-0.02027	0
MID1	0.066	0.129	0.51163	-0.03963	-0.02028	0
PPP3CB	0.086	0.162	0.53086	-0.03822	-0.02029	0
TGOLN2	0.146	0.234	0.62393	-0.03252	-0.02029	0
UBAP2	0.093	0.179	0.51955	-0.03908	-0.0203	0
KIF3C	0.093	0.175	0.53143	-0.03819	-0.0203	0
ZFAND5	0.279	0.436	0.63991	-0.03174	-0.02031	0
AGAP1	0.045	0.113	0.39823	-0.05104	-0.02032	0
TWISTNB	0.066	0.115	0.57391	-0.03546	-0.02035	0
CC2D2A	0.083	0.147	0.56463	-0.03625	-0.02047	0
ARL5B	0.063	0.127	0.49606	-0.04129	-0.02048	0
RAP1GDS1	0.069	0.124	0.55645	-0.03686	-0.02051	0
FAR1	0.069	0.115	0.6	-0.03419	-0.02051	1e-5
SEPT3	0.212	0.335	0.63284	-0.03248	-0.02056	0
MRTO4	0.124	0.212	0.58491	-0.03522	-0.0206	0
PIP4K2B	0.07	0.127	0.55118	-0.0374	-0.02061	0
SRP19	0.118	0.217	0.54378	-0.03791	-0.02062	0
SRP68	0.069	0.129	0.53488	-0.03857	-0.02063	0
TMEM68	0.079	0.133	0.59398	-0.03482	-0.02068	0
ZBTB11	0.065	0.115	0.56522	-0.0366	-0.02069	0
REEP5	0.123	0.206	0.59709	-0.03467	-0.0207	0
RABGAP1	0.122	0.205	0.59512	-0.03489	-0.02076	0
GAR1	0.079	0.139	0.56835	-0.03661	-0.0208	0
RPS19BP1	0.167	0.288	0.57986	-0.03593	-0.02083	0
ASPH	0.074	0.131	0.56489	-0.03688	-0.02083	0
ATP2C1	0.065	0.12	0.54167	-0.03852	-0.02087	0
CPNE3	0.336	0.482	0.6971	-0.02997	-0.02089	0
CAMK1D	0.141	0.227	0.62115	-0.03363	-0.02089	0
STK19	0.063	0.105	0.6	-0.03488	-0.02093	9e-5
PURB	0.066	0.122	0.54098	-0.03885	-0.02102	0
RECQL	0.057	0.109	0.52294	-0.04023	-0.02104	0
MRPL32	0.142	0.231	0.61472	-0.03425	-0.02105	0
NRBF2	0.059	0.116	0.50862	-0.04146	-0.02109	0
TBRG4	0.052	0.107	0.48598	-0.04345	-0.02111	0
AKAP9	0.592	0.764	0.77487	-0.02726	-0.02112	1e-5
TSEN34	0.138	0.256	0.53906	-0.03926	-0.02116	0
SIRT7	0.047	0.105	0.44762	-0.04741	-0.02122	0
PPM1B	0.072	0.145	0.49655	-0.04276	-0.02123	0
RFWD2	0.06	0.114	0.52632	-0.04034	-0.02123	0
CTIF	0.048	0.102	0.47059	-0.04514	-0.02124	0
HILPDA	0.139	0.233	0.59657	-0.03562	-0.02125	0
PANK2	0.055	0.111	0.4955	-0.04291	-0.02126	0
RIOK2	0.071	0.128	0.55469	-0.03851	-0.02136	0
TXLNG	0.092	0.188	0.48936	-0.04367	-0.02137	0
HCG18	0.108	0.181	0.59669	-0.03591	-0.02143	0
CUL2	0.062	0.128	0.48438	-0.04436	-0.02149	0
HSPA4	0.138	0.226	0.61062	-0.03524	-0.02152	0
ZNF511	0.054	0.109	0.49541	-0.04347	-0.02154	0
SMPD3	0.066	0.128	0.51562	-0.04181	-0.02156	0
MN1	0.319	0.484	0.65909	-0.03272	-0.02157	0
SNX2	0.173	0.284	0.60915	-0.03543	-0.02158	0
SARS	0.339	0.493	0.68763	-0.03139	-0.02159	0
LRRC37B	0.049	0.118	0.41525	-0.05203	-0.0216	0
RBM8A	0.381	0.558	0.6828	-0.03166	-0.02161	0
UBAP2L	0.081	0.157	0.51592	-0.04199	-0.02166	0
SLC39A3	0.046	0.106	0.43396	-0.04991	-0.02166	0
ARL2	0.065	0.127	0.51181	-0.04231	-0.02166	0
C6orf89	0.075	0.124	0.60484	-0.03585	-0.02168	1e-5
TRIO	0.106	0.184	0.57609	-0.03765	-0.02169	0
AP2A1	0.08	0.147	0.54422	-0.03991	-0.02172	0
GTPBP8	0.067	0.127	0.52756	-0.04119	-0.02173	0
CDIPT	0.063	0.119	0.52941	-0.04109	-0.02175	0
