gene	stage_area	area	celltype_stage	celltype_region	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logfc	name_1006	n	description	go_id	definition_1006	namespace_1003	family	is_tf	stage_region	stage	region
LDHB	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.69839	0	0.053	1.0644	0.876	0.823	0.65614	protein binding	2221	lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
SNRPG	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.67508	0	0.1	1.18116	0.652	0.552	0.57154	protein binding	2221	small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:HGNC:11163]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
ERH	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.67175	0	0.069	1.08293	0.901	0.832	0.6203	protein binding	2221	ERH mRNA splicing and mitosis factor [Source:HGNC Symbol;Acc:HGNC:3447]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
COX5A	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.66067	0	0.136	1.21283	0.775	0.639	0.54474	protein binding	2221	cytochrome c oxidase subunit 5A [Source:HGNC Symbol;Acc:HGNC:2267]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
SRI	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.63741	0	0.121	1.25636	0.593	0.472	0.50735	protein binding	2221	sorcin [Source:HGNC Symbol;Acc:HGNC:11292]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
HNRNPAB	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.6317	0	0.125	1.31486	0.522	0.397	0.48043	protein binding	2221	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:HGNC:5034]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
MT-CO2	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.62542	0	0.008	1.00807	0.999	0.991	0.62041	protein binding	2221	mitochondrially encoded cytochrome c oxidase II [Source:HGNC Symbol;Acc:HGNC:7421]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
PSMB2	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.61614	0	0.124	1.25203	0.616	0.492	0.49211	protein binding	2221	proteasome 20S subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9539]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
PRDX3	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.61364	0	0.139	1.36675	0.518	0.379	0.44897	protein binding	2221	peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
SNRPD1	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.60505	0	0.084	1.12575	0.752	0.668	0.53747	protein binding	2221	small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
ATP6V1G1	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.60403	0	0.088	1.10667	0.913	0.825	0.54581	protein binding	2221	ATPase H+ transporting V1 subunit G1 [Source:HGNC Symbol;Acc:HGNC:864]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
LSM3	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.59272	0	0.101	1.19727	0.613	0.512	0.49506	protein binding	2221	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
RPS7	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.58788	0	0.009	1.00909	0.999	0.99	0.58258	protein binding	2221	ribosomal protein S7 [Source:HGNC Symbol;Acc:HGNC:10440]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
CNBP	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.58749	0	0.106	1.19378	0.653	0.547	0.49212	protein binding	2221	CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	Others	TF	early_pfc	early	pfc
HINT1	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.56908	0	0.033	1.03496	0.977	0.944	0.54986	protein binding	2221	histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
ANAPC11	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.56489	0	0.093	1.15526	0.692	0.599	0.48897	metal ion binding	430	anaphase promoting complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:14452]	GO:0046872	Interacting selectively and non-covalently with any metal ion.	molecular_function	NA	non_TF	early_pfc	early	pfc
SEC11A	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.55943	0	0.112	1.26478	0.535	0.423	0.44231	protein binding	2221	SEC11 homolog A, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:17718]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
KRT10	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.5535	0	0.125	1.22686	0.676	0.551	0.45115	protein binding	2221	keratin 10 [Source:HGNC Symbol;Acc:HGNC:6413]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
C14orf166	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.55246	0	0.096	1.14769	0.746	0.65	0.48136	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
HMGB1	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.55143	0	0.01	1.01025	0.986	0.976	0.54584	protein binding	2221	high mobility group box 1 [Source:HGNC Symbol;Acc:HGNC:4983]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	HMG	TF	early_pfc	early	pfc
MYL6	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.54626	0	0.033	1.0356	0.96	0.927	0.52748	protein binding	2221	myosin light chain 6 [Source:HGNC Symbol;Acc:HGNC:7587]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
SEC61B	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.54622	0	0.084	1.11554	0.811	0.727	0.48965	protein binding	2221	SEC61 translocon subunit beta [Source:HGNC Symbol;Acc:HGNC:16993]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
NHP2	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.54135	0	0.118	1.23137	0.628	0.51	0.43963	protein binding	2221	NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
RPL8	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.54049	0	0.003	1.00302	0.996	0.993	0.53886	protein binding	2221	ribosomal protein L8 [Source:HGNC Symbol;Acc:HGNC:10368]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
PSMA7	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.53486	0	0.092	1.1166	0.881	0.789	0.47901	protein binding	2221	proteasome 20S subunit alpha 7 [Source:HGNC Symbol;Acc:HGNC:9536]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
RPS4Y1	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.52617	0	0.072	1.08401	0.929	0.857	0.48539	protein binding	2221	ribosomal protein S4 Y-linked 1 [Source:HGNC Symbol;Acc:HGNC:10425]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
H3F3B	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.5235	0	0.02	1.02053	0.994	0.974	0.51297	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
MT-CYB	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.52104	0	0.007	1.00708	0.996	0.989	0.51738	metal ion binding	430	mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427]	GO:0046872	Interacting selectively and non-covalently with any metal ion.	molecular_function	NA	non_TF	early_pfc	early	pfc
COA3	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.52035	0	0.109	1.24439	0.555	0.446	0.41815	protein binding	2221	cytochrome c oxidase assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:24990]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
RWDD1	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.51871	0	0.104	1.26196	0.501	0.397	0.41103	protein binding	2221	RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
SLC25A5	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.51695	0	0.072	1.11765	0.684	0.612	0.46253	protein binding	2221	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
C8orf59	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.51553	0	0.112	1.26923	0.528	0.416	0.40618	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
NDUFA12	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.51251	0	0.099	1.16583	0.696	0.597	0.43961	protein binding	2221	NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
HMGN3	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.51141	0	0.088	1.14474	0.696	0.608	0.44675	DNA binding	343	high mobility group nucleosomal binding domain 3 [Source:HGNC Symbol;Acc:HGNC:12312]	GO:0003677	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function	NA	non_TF	early_pfc	early	pfc
POMP	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.50802	0	0.091	1.14399	0.723	0.632	0.44408	protein binding	2221	proteasome maturation protein [Source:HGNC Symbol;Acc:HGNC:20330]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
C19orf53	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.50739	0	0.098	1.22022	0.543	0.445	0.41581	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
NDUFC2	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.50688	0	0.07	1.09421	0.813	0.743	0.46323	oxidation-reduction process	208	NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]	GO:0055114	A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.	biological_process	NA	non_TF	early_pfc	early	pfc
LSM2	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.50472	0	0.076	1.16309	0.542	0.466	0.43395	protein binding	2221	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
UBB	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.5034	0	0.027	1.02827	0.982	0.955	0.48956	protein binding	2221	ubiquitin B [Source:HGNC Symbol;Acc:HGNC:12463]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
SRP14	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.50203	0	0.026	1.02686	0.994	0.968	0.4889	protein binding	2221	signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
MRPS6	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.49688	0	0.087	1.18831	0.549	0.462	0.41814	protein binding	2221	mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
CENPV	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.49591	0	0.033	1.03986	0.861	0.828	0.4769	metal ion binding	430	centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]	GO:0046872	Interacting selectively and non-covalently with any metal ion.	molecular_function	NA	non_TF	early_pfc	early	pfc
ATP5G2	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.4943	0	0.054	1.06257	0.917	0.863	0.4652	NA	NA	NA	NA	NA	NA	NA	non_TF	early_pfc	early	pfc
LSM7	early_pfc	pfc	neuron_early	neuron_pfc	neuron	gw16	0.49404	0	0.084	1.10909	0.854	0.77	0.44545	protein binding	2221	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]	GO:0005515	Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules).	molecular_function	NA	non_TF	early_pfc	early	pfc
