gene	cluster	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logFC
PHPT1	pfc	neuron	gw22t	0.63059	1	-0.006	0.99285	0.833	0.839	0.63513
ABRACL	pfc	neuron	gw22t	0.62866	1	0.009	1.0318	0.292	0.283	0.60928
CHL1	pfc	neuron	gw22t	0.62134	1	-0.02	0.95423	0.417	0.437	0.65114
SHFM1	pfc	neuron	gw22t	0.6157	1	-0.04	0.93579	0.583	0.623	0.65795
REEP1	pfc	neuron	gw22t	0.60904	1	-0.002	0.99047	0.208	0.21	0.6149
MCTS1	pfc	neuron	gw22t	0.60622	1	-0.005	0.97652	0.208	0.213	0.6208
CELF1	pfc	neuron	gw22t	0.59834	1	0.016	1.05047	0.333	0.317	0.5696
SLC38A1	pfc	neuron	gw22t	0.59667	1	-0.011	0.96802	0.333	0.344	0.61638
EIF4G2	pfc	neuron	gw22t	0.59488	1	0.012	1.01832	0.667	0.655	0.58418
ZC2HC1A	pfc	neuron	gw22t	0.59423	1	0	1	0.5	0.5	0.59423
RB1CC1	pfc	neuron	gw22t	0.59329	1	-0.011	0.94977	0.208	0.219	0.62466
LIN7C	pfc	neuron	gw22t	0.59266	1	0.003	1.01829	0.167	0.164	0.58202
MEAF6	pfc	neuron	gw22t	0.58686	1	0.04	1.06837	0.625	0.585	0.5493
PJA2	pfc	neuron	gw22t	0.58375	1	0.022	1.05046	0.458	0.436	0.55571
COMMD2	pfc	neuron	gw22t	0.57956	1	0.004	1.01626	0.25	0.246	0.57028
NDUFS2	pfc	neuron	gw22t	0.57759	1	0.017	1.04748	0.375	0.358	0.55141
RAB6A	pfc	neuron	gw22t	0.57271	1	0.029	1.09539	0.333	0.304	0.52284
CMSS1	pfc	neuron	gw22t	0.57241	1	-0.028	0.89928	0.25	0.278	0.63652
PPIB	pfc	neuron	gw22t	0.564	1	0.005	1.01742	0.292	0.287	0.55435
SCOC	pfc	neuron	gw22t	0.55968	1	0.029	1.06157	0.5	0.471	0.52722
MAPK8	pfc	neuron	gw22t	0.55368	1	-0.035	0.87719	0.25	0.285	0.6312
RPL26L1	pfc	neuron	gw22t	0.55073	1	0.012	1.03738	0.333	0.321	0.53089
ARGLU1	pfc	neuron	gw22t	0.54869	1	-0.026	0.91824	0.292	0.318	0.59754
ATRX	pfc	neuron	gw22t	0.54745	1	-0.062	0.90387	0.583	0.645	0.60568
AKAP11	pfc	neuron	gw22t	0.54568	1	-0.029	0.85204	0.167	0.196	0.64044
CSNK1A1	pfc	neuron	gw22t	0.54339	1	-0.021	0.9329	0.292	0.313	0.58247
PTS	pfc	neuron	gw22t	0.54198	1	-0.049	0.77314	0.167	0.216	0.701
SPIN1	pfc	neuron	gw22t	0.54145	1	-0.004	0.98425	0.25	0.254	0.55011
NDUFC1	pfc	neuron	gw22t	0.54135	1	0.01	1.01745	0.583	0.573	0.53207
EIF5	pfc	neuron	gw22t	0.53605	1	-0.037	0.81862	0.167	0.204	0.65482
RTN4	pfc	neuron	gw22t	0.5332	1	-0.038	0.94906	0.708	0.746	0.56182
COX6C	pfc	neuron	gw22t	0.52459	1	-0.03	0.96685	0.875	0.905	0.54258
MARCKSL1	pfc	neuron	gw22t	0.51898	1	-0.051	0.89102	0.417	0.468	0.58245
UQCR11	pfc	neuron	gw22t	0.51402	1	-0.001	0.99874	0.792	0.793	0.51467
ATP6V1D	pfc	neuron	gw22t	0.5133	1	-0.008	0.97333	0.292	0.3	0.52736
ATOX1	pfc	neuron	gw22t	0.51022	1	-0.015	0.97656	0.625	0.64	0.52247
C9orf78	pfc	neuron	gw22t	0.50616	1	-0.069	0.80886	0.292	0.361	0.62577
SERF2	pfc	neuron	gw22t	0.50539	1	0.087	1.1104	0.875	0.788	0.45514
DBI	pfc	neuron	gw22t	0.50458	0.07764	-0.175	0.72354	0.458	0.633	0.69738
IVNS1ABP	pfc	neuron	gw22t	0.49788	1	-0.02	0.89304	0.167	0.187	0.55751
DPYSL3	pfc	neuron	gw22t	0.49725	1	-0.061	0.89884	0.542	0.603	0.55322
CCT4	pfc	neuron	gw22t	0.48273	0.55171	-0.064	0.82022	0.292	0.356	0.58854
FEM1B	pfc	neuron	gw22t	0.48209	1	0.005	1.04166	0.125	0.12	0.46281
B3GALT2	pfc	neuron	gw22t	0.47897	1	-0.033	0.79113	0.125	0.158	0.60543
MRPL47	pfc	neuron	gw22t	0.47307	1	-0.011	0.94977	0.208	0.219	0.49809
FBXL5	pfc	neuron	gw22t	0.47113	1	-0.01	0.92592	0.125	0.135	0.50882
CDC42	pfc	neuron	gw22t	0.46863	1	0.006	1.0069	0.875	0.869	0.46541
HSBP1	pfc	neuron	gw22t	0.4618	1	-0.007	0.99075	0.75	0.757	0.46611
BEX2	pfc	neuron	gw22t	0.45961	1	-0.02	0.97402	0.75	0.77	0.47186
PRDX4	pfc	neuron	gw22t	0.4596	1	-0.02	0.86206	0.125	0.145	0.53313
FAM49A	pfc	neuron	gw22t	0.45872	1	-0.048	0.85882	0.292	0.34	0.53413
POLR2I	pfc	neuron	gw22t	0.45047	0.37359	-0.097	0.83752	0.5	0.597	0.53786
RNH1	pfc	neuron	gw22t	0.42396	1	-0.059	0.73893	0.167	0.226	0.57374
YWHAQ	pfc	neuron	gw22t	0.42213	1	-0.014	0.97276	0.5	0.514	0.43395
TCEAL5	pfc	neuron	gw22t	0.42151	1	-0.125	0.72707	0.333	0.458	0.57974
GPR85	pfc	neuron	gw22t	0.40487	1	-0.086	0.59241	0.125	0.211	0.68343
ANKRD46	pfc	neuron	gw22t	0.39941	1	-0.021	0.92251	0.25	0.271	0.43296
TAX1BP1	pfc	neuron	gw22t	0.39781	1	-0.027	0.91536	0.292	0.319	0.43459
SPSB3	pfc	neuron	gw22t	0.39707	1	-0.035	0.85596	0.208	0.243	0.46388
GABBR1	pfc	neuron	gw22t	0.395	1	-0.03	0.73451	0.083	0.113	0.53778
MARCKS	pfc	neuron	gw22t	0.39013	1	-0.048	0.93287	0.667	0.715	0.41821
ZNF706	pfc	neuron	gw22t	0.38975	1	-0.067	0.84841	0.375	0.442	0.45939
DNAJA1	pfc	neuron	gw22t	0.38896	1	-0.139	0.78247	0.5	0.639	0.4971
NDUFB4	pfc	neuron	gw22t	0.38549	0.03218	-0.259	0.63877	0.458	0.717	0.60348
ACADM	pfc	neuron	gw22t	0.37575	1	-0.017	0.88028	0.125	0.142	0.42685
HNRNPF	pfc	neuron	gw22t	0.37061	1	-0.015	0.91758	0.167	0.182	0.40391
DNAJC8	pfc	neuron	gw22t	0.36746	1	-0.171	0.63067	0.292	0.463	0.58265
C16orf45	pfc	neuron	gw22t	0.36634	1	-0.066	0.83458	0.333	0.399	0.43894
MT-ND6	pfc	neuron	gw22t	0.3642	1	-0.068	0.71064	0.167	0.235	0.51251
CALM3	pfc	neuron	gw22t	0.36344	1	-0.113	0.82748	0.542	0.655	0.43921
SYT1	pfc	neuron	gw22t	0.36019	1	-0.191	0.77739	0.667	0.858	0.46333
GHITM	pfc	neuron	gw22t	0.36015	1	-0.054	0.86046	0.333	0.387	0.41855
BEX4	pfc	neuron	gw22t	0.35961	1	-0.111	0.84918	0.625	0.736	0.42348
EIF4H	pfc	neuron	gw22t	0.35796	1	-0.033	0.79113	0.125	0.158	0.45246
TPI1	pfc	neuron	gw22t	0.35765	1	-0.088	0.86032	0.542	0.63	0.41572
PPP2R1A	pfc	neuron	gw22t	0.3568	1	-0.048	0.88652	0.375	0.423	0.40247
SUMO1	pfc	neuron	gw22t	0.35368	0.0141	-0.206	0.7246	0.542	0.748	0.48811
TXN	pfc	neuron	gw22t	0.34411	1	-0.179	0.77736	0.625	0.804	0.44267
SEPT3	pfc	neuron	gw22t	0.33934	1	-0.061	0.77323	0.208	0.269	0.43886
PDCD5	pfc	neuron	gw22t	0.33608	1	-0.103	0.8164	0.458	0.561	0.41166
ATP5A1	pfc	neuron	gw22t	0.32316	1	-0.117	0.82246	0.542	0.659	0.39292
SYT4	pfc	neuron	gw22t	0.3169	1	-0.129	0.76373	0.417	0.546	0.41493
KPNA2	pfc	neuron	gw22t	0.31591	1	-0.033	0.71551	0.083	0.116	0.44152
ARPP19	pfc	neuron	gw22t	0.31546	1	-0.123	0.73026	0.333	0.456	0.43198
LLNLR-245B6.1	pfc	neuron	gw22t	0.31007	1	-0.084	0.71233	0.208	0.292	0.4353
YWHAB	pfc	neuron	gw22t	0.30907	0.79047	-0.191	0.60455	0.292	0.483	0.51124
CCAR1	pfc	neuron	gw22t	0.30367	1	-0.048	0.63358	0.083	0.131	0.47929
COMT	pfc	neuron	gw22t	0.3035	1	-0.034	0.7094	0.083	0.117	0.42783
UQCRC2	pfc	neuron	gw22t	0.30147	1	-0.157	0.56986	0.208	0.365	0.52902
POMP	pfc	neuron	gw22t	0.29837	1	-0.075	0.89892	0.667	0.742	0.33192
SRSF1	pfc	neuron	gw22t	0.29738	1	-0.049	0.71839	0.125	0.174	0.41396
GLG1	pfc	neuron	gw22t	0.29466	1	-0.034	0.7094	0.083	0.117	0.41537
MORF4L2	pfc	neuron	gw22t	0.29348	1	-0.173	0.72583	0.458	0.631	0.40434
NDUFA13	pfc	neuron	gw22t	0.2869	0.08423	-0.224	0.62604	0.375	0.599	0.45828
COX17	pfc	neuron	gw22t	0.28054	1	-0.149	0.69087	0.333	0.482	0.40606
CYCS	pfc	neuron	gw22t	0.28041	1	-0.176	0.68058	0.375	0.551	0.41201
TULP4	pfc	neuron	gw22t	0.27563	1	-0.049	0.71839	0.125	0.174	0.38368
FOXG1	pfc	neuron	gw22t	0.27549	1	-0.124	0.66845	0.25	0.374	0.41214
COX14	pfc	neuron	gw22t	0.27391	1	-0.072	0.69874	0.167	0.239	0.392
LAMTOR2	pfc	neuron	gw22t	0.27365	1	-0.11	0.75169	0.333	0.443	0.36404
PANK3	pfc	neuron	gw22t	0.27286	1	-0.084	0.59808	0.125	0.209	0.45622
ATP5O	pfc	neuron	gw22t	0.26898	1	-0.17	0.77424	0.583	0.753	0.34742
SLC38A2	pfc	neuron	gw22t	0.26887	1	-0.052	0.61481	0.083	0.135	0.43732
NGFRAP1	pfc	neuron	gw22t	0.26482	1	-0.144	0.84615	0.792	0.936	0.31297
GRIN2B	pfc	neuron	gw22t	0.26333	1	-0.07	0.78125	0.25	0.32	0.33707
SLC30A9	pfc	neuron	gw22t	0.25985	1	-0.058	0.68306	0.125	0.183	0.38042
TKT	pfc	neuron	gw22t	0.24955	1	-0.11	0.65409	0.208	0.318	0.38152
HMP19	pfc	neuron	gw22t	0.24512	0.0754	-0.254	0.62146	0.417	0.671	0.39443
KHDRBS1	pfc	neuron	gw22t	0.24458	1	-0.08	0.60975	0.125	0.205	0.40111
KIFAP3	pfc	neuron	gw22t	0.24072	1	-0.188	0.57077	0.25	0.438	0.42174
CCP110	pfc	neuron	gw22t	0.23992	1	-0.084	0.497	0.083	0.167	0.48272
NFIX	pfc	neuron	gw22t	0.23255	1	-0.14	0.54397	0.167	0.307	0.42751
MYL12B	pfc	neuron	gw22t	0.23202	1	-0.139	0.79589	0.542	0.681	0.29152
CCT3	pfc	neuron	gw22t	0.23077	1	-0.084	0.77659	0.292	0.376	0.29716
MSMO1	pfc	neuron	gw22t	0.2177	1	-0.132	0.71613	0.333	0.465	0.304
COMMD6	pfc	neuron	gw22t	0.21553	1	-0.132	0.85034	0.75	0.882	0.25347
RALA	pfc	neuron	gw22t	0.21517	1	-0.062	0.72925	0.167	0.229	0.29506
RP11-382A20.3	pfc	neuron	gw22t	0.21349	1	-0.112	0.65	0.208	0.32	0.32844
THY1	pfc	neuron	gw22t	0.2049	1	-0.089	0.58411	0.125	0.214	0.35079
CCT6A	pfc	neuron	gw22t	0.20376	1	-0.118	0.63803	0.208	0.326	0.31936
BABAM1	pfc	neuron	gw22t	0.20288	1	-0.094	0.63984	0.167	0.261	0.31708
GPBP1	pfc	neuron	gw22t	0.19756	1	-0.113	0.74664	0.333	0.446	0.2646
COPS6	pfc	neuron	gw22t	0.1968	1	-0.14	0.70402	0.333	0.473	0.27954
DNM3	pfc	neuron	gw22t	0.19027	1	-0.108	0.43455	0.083	0.191	0.43786
AK1	pfc	neuron	gw22t	0.19023	1	-0.234	0.5873	0.333	0.567	0.3239
ARF4	pfc	neuron	gw22t	0.18374	1	-0.145	0.66819	0.292	0.437	0.27498
MYO9A	pfc	neuron	gw22t	0.18341	1	-0.074	0.36207	0.042	0.116	0.50656
TSSC1	pfc	neuron	gw22t	0.18231	1	-0.089	0.48256	0.083	0.172	0.3778
ATL1	pfc	neuron	gw22t	0.17788	1	-0.071	0.63775	0.125	0.196	0.27892
OCIAD1	pfc	neuron	gw22t	0.17602	1	-0.169	0.6334	0.292	0.461	0.2779
PHYHIPL	pfc	neuron	gw22t	0.17554	1	-0.07	0.54248	0.083	0.153	0.32358
EIF2S2	pfc	neuron	gw22t	0.17062	1	-0.183	0.57737	0.25	0.433	0.29551
NAP1L3	pfc	neuron	gw22t	0.16796	1	-0.059	0.5845	0.083	0.142	0.28735
FXR1	pfc	neuron	gw22t	0.15324	0.46627	-0.156	0.34728	0.083	0.239	0.44127
CFAP20	pfc	neuron	gw22t	0.15247	1	-0.126	0.49801	0.125	0.251	0.30617
PAK3	pfc	neuron	gw22t	0.15188	1	-0.148	0.35931	0.083	0.231	0.42271
NTM	pfc	neuron	gw22t	0.14972	1	-0.203	0.50608	0.208	0.411	0.29584
COMMD1	pfc	neuron	gw22t	0.14947	1	-0.134	0.48262	0.125	0.259	0.3097
ATP5G3	pfc	neuron	gw22t	0.13821	0.74802	-0.312	0.54585	0.375	0.687	0.2532
ARHGAP21	pfc	neuron	gw22t	0.13253	1	-0.116	0.51867	0.125	0.241	0.25552
RARS	pfc	neuron	gw22t	0.1314	1	-0.083	0.336	0.042	0.125	0.39108
EGLN2	pfc	neuron	gw22t	0.12795	1	-0.059	0.41584	0.042	0.101	0.3077
PHAX	pfc	neuron	gw22t	0.1266	1	-0.133	0.48449	0.125	0.258	0.2613
PPP2R5E	pfc	neuron	gw22t	0.12658	1	-0.142	0.46816	0.125	0.267	0.27037
SNRNP35	pfc	neuron	gw22t	0.10498	1	-0.09	0.31818	0.042	0.132	0.32994
HIVEP2	pfc	neuron	gw22t	0.09247	0.82429	-0.153	0.21538	0.042	0.195	0.42931
KLHL7	pfc	neuron	gw22t	0.08772	1	-0.095	0.30657	0.042	0.137	0.28615
CBLN2	pfc	neuron	gw25	6.43154	0	0.36	6.6249	0.424	0.064	0.97081
SLN	pfc	neuron	gw25	6.13906	0	0.405	5.30845	0.499	0.094	1.15647
DIAPH3	pfc	neuron	gw25	6.03071	0	0.107	16.28339	0.114	0.007	0.37036
EXOC6	pfc	neuron	gw25	3.29531	0	0.317	2.80112	0.493	0.176	1.17642
CAV1	pfc	neuron	gw25	2.80996	0	0.129	7.14252	0.15	0.021	0.39341
CYP26A1	pfc	neuron	gw25	2.37588	0	0.153	5.02618	0.191	0.038	0.4727
LINC00643	pfc	neuron	gw25	2.3081	0	0.181	4.77073	0.229	0.048	0.4838
RPRM	pfc	neuron	gw25	2.04971	0	0.387	2.61249	0.627	0.24	0.78458
CPNE8	pfc	neuron	gw25	1.83355	0	0.13	5.48257	0.159	0.029	0.33443
CCDC144A	pfc	neuron	gw25	1.82619	0	0.188	3.72458	0.257	0.069	0.49031
VSTM2L	pfc	neuron	gw25	1.53006	0	0.223	2.75588	0.35	0.127	0.5552
CALB1	pfc	neuron	gw25	1.43713	0	0.084	4.99976	0.105	0.021	0.28744
KRT31	pfc	neuron	gw25	1.41652	0	0.086	4.90887	0.108	0.022	0.28856
SRM	pfc	neuron	gw25	1.33405	0	0.224	1.67065	0.558	0.334	0.79852
CSRP2	pfc	neuron	gw25	1.30811	0	0.184	1.24566	0.933	0.749	1.05013
GRP	pfc	neuron	gw25	1.2225	0	0.14	3.02894	0.209	0.069	0.4036
LDB2	pfc	neuron	gw25	1.1476	0	0.243	2.20296	0.445	0.202	0.52093
NFIA	pfc	neuron	gw25	1.08258	0	0.219	2.37734	0.378	0.159	0.45537
PCDH17	pfc	neuron	gw25	1.0796	0	0.171	2.87909	0.262	0.091	0.37498
SOSTDC1	pfc	neuron	gw25	1.04746	0	0.07	2.6666	0.112	0.042	0.39281
KCNJ6	pfc	neuron	gw25	1.01463	0	0.147	2.74997	0.231	0.084	0.36896
FKBP1B	pfc	neuron	gw25	0.91457	0	0.22	1.83018	0.485	0.265	0.49971
RIT2	pfc	neuron	gw25	0.90026	0	0.133	2.54648	0.219	0.086	0.35353
LMO3	pfc	neuron	gw25	0.89379	0	0.331	2.28793	0.588	0.257	0.39065
FGF14	pfc	neuron	gw25	0.87569	0	0.106	3.0384	0.158	0.052	0.28821
LIMCH1	pfc	neuron	gw25	0.85222	0	0.201	1.59643	0.538	0.337	0.53383
AKAP7	pfc	neuron	gw25	0.8238	0	0.196	1.87499	0.42	0.224	0.43936
NECAB1	pfc	neuron	gw25	0.77701	0	0.175	1.93084	0.363	0.188	0.40242
RAC3	pfc	neuron	gw25	0.74147	0	0.227	1.43654	0.747	0.52	0.51615
NPY1R	pfc	neuron	gw25	0.73894	0	0.101	2.71182	0.16	0.059	0.27249
SLF1	pfc	neuron	gw25	0.73815	0	0.149	1.83707	0.327	0.178	0.40181
FABP3	pfc	neuron	gw25	0.67006	0	0.131	1.87332	0.281	0.15	0.35769
BIN1	pfc	neuron	gw25	0.65287	0	0.142	2.18332	0.262	0.12	0.29903
YWHAH	pfc	neuron	gw25	0.61859	0	0.178	1.26847	0.841	0.663	0.48766
POLE4	pfc	neuron	gw25	0.60905	0	0.191	1.64965	0.485	0.294	0.3692
SCOC	pfc	neuron	gw25	0.59887	0	0.164	1.40897	0.565	0.401	0.42504
RFK	pfc	neuron	gw25	0.59799	0	0.168	1.59574	0.45	0.282	0.37474
STUB1	pfc	neuron	gw25	0.59664	0	0.164	1.70085	0.398	0.234	0.35079
ARL2	pfc	neuron	gw25	0.59571	0	0.156	1.72557	0.371	0.215	0.34522
CRYM	pfc	neuron	gw25	0.59229	1e-4	0.089	1.56687	0.246	0.157	0.37801
CTNNBL1	pfc	neuron	gw25	0.57996	0	0.111	1.86045	0.24	0.129	0.31173
FBXW7	pfc	neuron	gw25	0.57766	0	0.18	1.67924	0.445	0.265	0.344
TCEA2	pfc	neuron	gw25	0.57334	0	0.146	1.67906	0.361	0.215	0.34147
TMEM14A	pfc	neuron	gw25	0.57131	0	0.154	1.29389	0.678	0.524	0.44154
AK1	pfc	neuron	gw25	0.56514	0	0.185	1.45122	0.595	0.41	0.38942
TTC9B	pfc	neuron	gw25	0.55449	0	0.189	1.35393	0.723	0.534	0.40954
QDPR	pfc	neuron	gw25	0.53806	0	0.134	1.66999	0.334	0.2	0.32219
ACAT2	pfc	neuron	gw25	0.53723	0	0.171	1.33398	0.683	0.512	0.40273
FKBP1A	pfc	neuron	gw25	0.53703	0	0.179	1.32545	0.729	0.55	0.40517
CXXC4	pfc	neuron	gw25	0.53668	0	0.107	2.02883	0.211	0.104	0.26452
GUK1	pfc	neuron	gw25	0.53267	0	0.191	1.3511	0.735	0.544	0.39425
CCDC124	pfc	neuron	gw25	0.53177	0	0.149	1.60816	0.394	0.245	0.33067
NNAT	pfc	neuron	gw25	0.53126	0	0.118	1.14461	0.934	0.816	0.46414
H2AFY2	pfc	neuron	gw25	0.52885	0	0.088	1.94622	0.181	0.093	0.27173
SH3GL3	pfc	neuron	gw25	0.52411	0	0.138	1.63302	0.356	0.218	0.32095
C12orf75	pfc	neuron	gw25	0.52356	0	0.138	1.80701	0.309	0.171	0.28974
RUNX1T1	pfc	neuron	gw25	0.52166	0	0.193	1.62057	0.504	0.311	0.3219
SRI	pfc	neuron	gw25	0.51991	0	0.166	1.39058	0.591	0.425	0.37388
RNF175	pfc	neuron	gw25	0.51344	0	0.094	1.98945	0.189	0.095	0.25808
PKIG	pfc	neuron	gw25	0.49706	0	0.105	1.78357	0.239	0.134	0.27869
CMC2	pfc	neuron	gw25	0.49666	0	0.115	1.77702	0.263	0.148	0.27949
CLTB	pfc	neuron	gw25	0.49468	0	0.161	1.49235	0.488	0.327	0.33148
HRAS	pfc	neuron	gw25	0.48805	0	0.115	1.85184	0.25	0.135	0.26355
ACTR3B	pfc	neuron	gw25	0.48636	0	0.127	1.65802	0.32	0.193	0.29334
CALM2	pfc	neuron	gw25	0.48382	0	0.019	1.01945	0.996	0.977	0.4746
GAP43	pfc	neuron	gw25	0.4821	0	0.055	1.05998	0.972	0.917	0.45482
RHEB	pfc	neuron	gw25	0.48192	0	0.163	1.31528	0.68	0.517	0.3664
ZNF706	pfc	neuron	gw25	0.47568	0	0.161	1.37182	0.594	0.433	0.34675
PIN1	pfc	neuron	gw25	0.46424	0	0.152	1.39276	0.539	0.387	0.33332
PPP1R14C	pfc	neuron	gw25	0.46224	0	0.114	1.71697	0.273	0.159	0.26922
COA3	pfc	neuron	gw25	0.45945	0	0.163	1.39467	0.576	0.413	0.32943
DUT	pfc	neuron	gw25	0.45604	0	0.146	1.40782	0.504	0.358	0.32393
TAF9	pfc	neuron	gw25	0.45602	0	0.16	1.39506	0.565	0.405	0.32688
CHCHD6	pfc	neuron	gw25	0.45153	0	0.143	1.47666	0.443	0.3	0.30577
CRIP2	pfc	neuron	gw25	0.45126	0	0.156	1.46988	0.488	0.332	0.30701
ZNF667-AS1	pfc	neuron	gw25	0.44838	0	0.148	1.51929	0.433	0.285	0.29512
EBPL	pfc	neuron	gw25	0.44423	0	0.121	1.66483	0.303	0.182	0.26683
SUMO1	pfc	neuron	gw25	0.4429	0	0.134	1.1997	0.805	0.671	0.36918
UBB	pfc	neuron	gw25	0.44231	0	0.061	1.06703	0.971	0.91	0.41453
ARPC2	pfc	neuron	gw25	0.43775	0	0.134	1.19911	0.807	0.673	0.36507
FTH1	pfc	neuron	gw25	0.43676	0	0.005	1.00503	0.999	0.994	0.43457
HAGH	pfc	neuron	gw25	0.43659	0	0.123	1.53017	0.355	0.232	0.28532
FDPS	pfc	neuron	gw25	0.43584	0	0.161	1.35307	0.617	0.456	0.32211
MGAT4C	pfc	neuron	gw25	0.43549	0	0.088	1.73332	0.208	0.12	0.25125
DCTPP1	pfc	neuron	gw25	0.43513	0	0.13	1.61904	0.34	0.21	0.26876
MLLT11	pfc	neuron	gw25	0.43447	0	0.032	1.03344	0.989	0.957	0.42041
HMGN3	pfc	neuron	gw25	0.43293	0	0.164	1.40694	0.567	0.403	0.30771
GDAP1L1	pfc	neuron	gw25	0.42784	0	0.143	1.54789	0.404	0.261	0.27641
FGF12	pfc	neuron	gw25	0.42782	0	0.162	1.3932	0.574	0.412	0.30708
RPS2	pfc	neuron	gw25	0.42681	0	0.013	1.01322	0.996	0.983	0.42124
UBE2E3	pfc	neuron	gw25	0.42485	0	0.147	1.2663	0.699	0.552	0.3355
RP11-356J5.12	pfc	neuron	gw25	0.42276	0	0.133	1.45238	0.427	0.294	0.29108
RALYL	pfc	neuron	gw25	0.41947	0	0.093	1.52246	0.271	0.178	0.27552
TPGS1	pfc	neuron	gw25	0.41768	0	0.115	1.54761	0.325	0.21	0.26989
CNRIP1	pfc	neuron	gw25	0.41684	0	0.145	1.4131	0.496	0.351	0.29498
COX7A2L	pfc	neuron	gw25	0.41563	0	0.147	1.2588	0.715	0.568	0.33018
DYNLL1	pfc	neuron	gw25	0.41424	0	0.047	1.05011	0.985	0.938	0.39447
SH3BGRL3	pfc	neuron	gw25	0.41387	0	0.142	1.38069	0.515	0.373	0.29975
RNF187	pfc	neuron	gw25	0.41328	0	0.126	1.46323	0.398	0.272	0.28245
AP1S1	pfc	neuron	gw25	0.41238	0	0.157	1.33909	0.62	0.463	0.30796
ARPC5	pfc	neuron	gw25	0.41184	0	0.128	1.17679	0.852	0.724	0.34997
SYT4	pfc	neuron	gw25	0.41144	0	0.165	1.40048	0.577	0.412	0.29379
STMN1	pfc	neuron	gw25	0.40878	0	0.001	1.001	1	0.999	0.40837
MMD	pfc	neuron	gw25	0.40558	0	0.118	1.4083	0.407	0.289	0.28799
PRDX2	pfc	neuron	gw25	0.40468	0	0.116	1.14929	0.893	0.777	0.35211
DUSP23	pfc	neuron	gw25	0.40423	0	0.116	1.51785	0.34	0.224	0.26632
NDUFA5	pfc	neuron	gw25	0.40422	0	0.132	1.20433	0.778	0.646	0.33564
PSMB5	pfc	neuron	gw25	0.40328	0	0.145	1.22621	0.786	0.641	0.32889
LMO4	pfc	neuron	gw25	0.40294	0	0.168	1.28718	0.753	0.585	0.31304
PCSK1N	pfc	neuron	gw25	0.40257	0	0.102	1.12531	0.916	0.814	0.35774
HMP19	pfc	neuron	gw25	0.40148	0	0.178	1.31899	0.736	0.558	0.30438
SUMO3	pfc	neuron	gw25	0.40137	0	0.13	1.48689	0.397	0.267	0.26994
MTCH1	pfc	neuron	gw25	0.39914	0	0.146	1.41477	0.498	0.352	0.28213
AP2S1	pfc	neuron	gw25	0.39648	0	0.144	1.33179	0.578	0.434	0.29771
AP2M1	pfc	neuron	gw25	0.39483	0	0.133	1.2062	0.778	0.645	0.32733
ARF5	pfc	neuron	gw25	0.39454	0	0.144	1.32143	0.592	0.448	0.29857
GCSH	pfc	neuron	gw25	0.39407	0	0.123	1.46067	0.39	0.267	0.26979
ATP6V0B	pfc	neuron	gw25	0.39108	0	0.151	1.24713	0.762	0.611	0.31358
DCTN3	pfc	neuron	gw25	0.39095	0	0.151	1.24121	0.777	0.626	0.31497000000000003
ARL6IP1	pfc	neuron	gw25	0.38878	0	0.137	1.23459	0.721	0.584	0.3149
GPX4	pfc	neuron	gw25	0.38812	0	0.142	1.24108	0.731	0.589	0.31272
GHITM	pfc	neuron	gw25	0.38796	0	0.133	1.33333	0.532	0.399	0.29097
PARK7	pfc	neuron	gw25	0.38762	0	0.138	1.19913	0.831	0.693	0.32325
ATAT1	pfc	neuron	gw25	0.38612	0	0.143	1.2693	0.674	0.531	0.3042
AURKAIP1	pfc	neuron	gw25	0.38232	0	0.139	1.38611	0.499	0.36	0.27582
TUBB2A	pfc	neuron	gw25	0.38095	0	0.047	1.05	0.987	0.94	0.36281
IER2	pfc	neuron	gw25	0.3792	0	0.121	1.39158	0.43	0.309	0.2725
ARL6IP5	pfc	neuron	gw25	0.37887	0	0.128	1.35164	0.492	0.364	0.2803
ANKRD46	pfc	neuron	gw25	0.37865	0	0.12	1.39087	0.427	0.307	0.27224
TPI1	pfc	neuron	gw25	0.3785	0	0.148	1.24342	0.756	0.608	0.30441
COPS8	pfc	neuron	gw25	0.37794	0	0.133	1.3757	0.487	0.354	0.27473
MTX2	pfc	neuron	gw25	0.37769	0	0.11	1.38596	0.395	0.285	0.27251
COPE	pfc	neuron	gw25	0.37448	0	0.139	1.24429	0.708	0.569	0.30096
BEX5	pfc	neuron	gw25	0.37375	0	0.149	1.3599	0.563	0.414	0.27483
VPS29	pfc	neuron	gw25	0.37246	0	0.134	1.25283	0.664	0.53	0.2973
NDUFV2	pfc	neuron	gw25	0.36851	0	0.13	1.325	0.53	0.4	0.27812
SERPINI1	pfc	neuron	gw25	0.36645	0.05923	0.079	1.37618	0.289	0.21	0.26628
WRB	pfc	neuron	gw25	0.36361	0	0.132	1.31428	0.552	0.42	0.27666
CCDC90B	pfc	neuron	gw25	0.36279	0	0.136	1.30839	0.577	0.441	0.27728
UBE2V2	pfc	neuron	gw25	0.36105	0	0.137	1.22795	0.738	0.601	0.29402
UFC1	pfc	neuron	gw25	0.36053	0	0.145	1.3318	0.582	0.437	0.2707
RAB11A	pfc	neuron	gw25	0.35728	0	0.131	1.29705	0.572	0.441	0.27546
VAMP2	pfc	neuron	gw25	0.35653	0	0.088	1.10719	0.909	0.821	0.32202
