gene	individual	area	region	stage	cell_type	p_val_adj	avg_logfc	gene.score	enrichment_ratio	pct.1	pct.2
CASC15	gw18	parietal	msp	mid	ipc	0	0.52118	0.81859	1.57065	0.578	0.368
CAV1	gw18	parietal	msp	mid	neuron	0	0.27002	0.81663	3.02432	0.124	0.041
CAV1	gw18	temporal	temporal	mid	neuron	0	0.43055	2.38543	5.54039	0.205	0.037
CBLN2	gw18	pfc	pfc	mid	neuron	0	0.42127	3.35742	7.9697	0.263	0.033
CBR1	gw18	v1	v1	mid	rg	0	0.30962	1.23237	3.98031	0.203	0.051
CBX1	gw18	pfc	pfc	mid	ipc	0	0.27322	0.30783	1.12665	0.596	0.529
CBX1	gw18	pfc	pfc	mid	rg	0.01513	0.31847	0.42524	1.33525	0.697	0.522
CBX1	gw18	v1	v1	mid	rg	0	0.32957	0.48879	1.48312	0.703	0.474
CBX3	gw18	pfc	pfc	mid	ipc	0	0.35754	0.42951	1.20127	0.567	0.472
CBX3	gw18	pfc	pfc	mid	neuron	0	0.30132	0.4374	1.45161	0.72	0.496
CBX5	gw18	parietal	msp	mid	neuron	0	0.27571	0.34716	1.25917	0.549	0.436
CBX5	gw18	parietal	msp	mid	rg	0.01315	0.28879	0.29107	1.0079	0.638	0.633
CCBE1	gw18	motor	msp	mid	rg	0	0.3675	10.19818	27.75	0.333	0.012
CCDC107	gw18	pfc	pfc	mid	rg	1e-5	0.36068	0.81468	2.25874	0.323	0.143
CCDC107	gw18	v1	v1	mid	rg	0	0.37981	1.30334	3.43158	0.326	0.095
CCDC107	gw18	pfc	pfc	mid	ipc	1e-5	0.26005	0.3626	1.39436	0.198	0.142
CCDC109B	gw18	pfc	pfc	mid	rg	0	0.31645	1.82332	5.76177	0.242	0.042
CCDC112	gw18	v1	v1	mid	ipc	0	0.28548	0.46198	1.61824	0.479	0.296
CCDC112	gw18	v1	v1	mid	neuron	0	0.38018	0.68263	1.79552	0.641	0.357
CCDC112	gw18	v1	v1	mid	rg	8e-5	0.26851	0.49057	1.82703	0.338	0.185
CCDC124	gw18	pfc	pfc	mid	rg	4e-5	0.34511	0.70212	2.03448	0.354	0.174
CCDC124	gw18	v1	v1	mid	rg	0	0.27639	0.66214	2.39568	0.333	0.139
CCDC28B	gw18	motor	msp	mid	ipc	0.00685	0.49278	0.7239	1.469	0.545	0.371
CCDC47	gw18	v1	v1	mid	rg	0	0.34381	0.80556	2.34302	0.403	0.172
CCDC50	gw18	pfc	pfc	mid	neuron	0	0.3011	0.58267	1.93514	0.358	0.185
CCDC50	gw18	pfc	pfc	mid	rg	0	0.3684	0.81646	2.21622	0.328	0.148
CCDC85B	gw18	pfc	pfc	mid	neuron	0	0.53391	1.90395	3.56604	0.378	0.106
CCDC85B	gw18	pfc	pfc	mid	ipc	0	0.29592	0.59574	2.01313	0.153	0.076
CCDC88A	gw18	parietal	msp	mid	neuron	0	0.2525	0.30639	1.21341	0.597	0.492
CCL3	gw18	motor	msp	mid	rg	2.8e-4	0.3736	6.91157	18.5	0.333	0.018
CCND2	gw18	v1	v1	mid	ipc	0	0.36595	0.5278	1.44227	0.662	0.459
CCND2	gw18	v1	v1	mid	rg	0	0.43423	0.59948	1.38057	0.867	0.628
CCNI	gw18	v1	v1	mid	ipc	0	0.58053	0.66808	1.1508100000000001	0.992	0.862
CCNI	gw18	pfc	pfc	mid	neuron	0	0.37301	0.4228	1.13349	0.985	0.869
CCNI	gw18	v1	v1	mid	neuron	0	0.53392	0.60636	1.13569	0.996	0.877
CCNI	gw18	pfc	pfc	mid	rg	1e-4	0.25014	0.30859	1.23364	0.924	0.749
CCNI	gw18	v1	v1	mid	rg	0	0.85184	1.22932	1.44313	0.977	0.677
CCNL2	gw18	v1	v1	mid	rg	0	0.29572	0.83388	2.81982	0.313	0.111
CCP110	gw18	parietal	msp	mid	neuron	0	0.27748	0.3874	1.39615	0.363	0.26
CCSER2	gw18	pfc	pfc	mid	neuron	0	0.34101	0.67865	1.9901	0.402	0.202
CCT4	gw18	v1	v1	mid	rg	1.1e-4	0.26409	0.36776	1.39256	0.674	0.484
CD151	gw18	v1	v1	mid	rg	8e-5	0.26183	0.44914	1.71538	0.446	0.26
CD320	gw18	v1	v1	mid	rg	0.00248	0.25818	0.63007	2.44045	0.205	0.084
CD47	gw18	v1	v1	mid	rg	0	0.29508	0.81147	2.75	0.308	0.112
CD99	gw18	pfc	pfc	mid	rg	0	0.5971	0.90809	1.52083	0.657	0.432
CD99	gw18	v1	v1	mid	rg	0	0.48154	1.04454	2.16914	0.731	0.337
CDC42	gw18	temporal	temporal	mid	neuron	0	0.25282	0.27486	1.08721	0.935	0.86
CDC42EP1	gw18	v1	v1	mid	rg	0	0.2713	0.97043	3.57692	0.279	0.078
CDC42EP4	gw18	v1	v1	mid	rg	0	0.35521	1.00729	2.83571	0.397	0.14
CDC73	gw18	v1	v1	mid	rg	0	0.27059	0.56795	2.09896	0.403	0.192
CDH13	gw18	temporal	temporal	mid	neuron	0	0.46324	1.67429	3.61429	0.253	0.07
CDH13	gw18	parietal	msp	mid	neuron	0	0.34102	0.83359	2.44441	0.176	0.072
CDH2	gw18	temporal	temporal	mid	neuron	0	0.30327	0.47256	1.55822	0.455	0.292
CDH4	gw18	motor	msp	mid	ipc	0	0.76174	2.30843	3.03049	0.497	0.164
CDH4	gw18	motor	msp	mid	neuron	0	0.37411	0.6608	1.76634	0.189	0.107
CDH8	gw18	v1	v1	mid	neuron	0	0.37058	2.13872	5.77126	0.202	0.035
CDK2AP2	gw18	v1	v1	mid	rg	0	0.30671	1.0591	3.45307	0.221	0.064
CDKL2	gw18	parietal	msp	mid	neuron	0	0.50056	1.09662	2.19079	0.333	0.152
CDKL2	gw18	temporal	temporal	mid	neuron	0	0.29228	0.5428	1.85714	0.286	0.154
CDKL5	gw18	parietal	msp	mid	neuron	0	0.25779	0.37984	1.47344	0.333	0.226
CDR1-AS	gw18	parietal	msp	mid	neuron	0	0.55712	1.25429	2.25137	0.412	0.183
CDR1-AS	gw18	temporal	temporal	mid	neuron	0	0.342	0.6766	1.97838	0.366	0.185
CEBPZ	gw18	parietal	msp	mid	neuron	0	0.33204	0.50221	1.5125	0.363	0.24
CEBPZ	gw18	temporal	temporal	mid	neuron	0	0.28769	0.48029	1.66946	0.399	0.239
CELF4	gw18	parietal	msp	mid	neuron	0	0.49312	0.84971	1.72313	0.529	0.307
CELF4	gw18	temporal	temporal	mid	neuron	0	0.60576	1.25564	2.07285	0.626	0.302
CEND1	gw18	pfc	pfc	mid	rg	0.07673	0.26321	0.59497	2.26039	0.217	0.096
CENPH	gw18	pfc	pfc	mid	rg	0.0641	0.37227	0.78245	2.10183	0.227	0.108
CENPV	gw18	pfc	pfc	mid	ipc	0	1.20649	7.38975	6.125	0.539	0.088
CENPV	gw18	pfc	pfc	mid	neuron	0	1.07958	11.12134	10.30159	0.649	0.063
CENPV	gw18	pfc	pfc	mid	rg	0	1.0991	8.70537	7.92045	0.697	0.088
CEP170	gw18	v1	v1	mid	ipc	0	0.26563	0.35917	1.35214	0.791	0.585
CEP170	gw18	v1	v1	mid	rg	0	0.2913	0.48686	1.67135	0.595	0.356
CEP290	gw18	parietal	msp	mid	neuron	0	0.29285	0.38308	1.30812	0.467	0.357
CFAP36	gw18	parietal	msp	mid	neuron	0	0.27613	0.40632	1.47148	0.387	0.263
CFAP36	gw18	temporal	temporal	mid	neuron	0	0.26003	0.38905	1.49618	0.392	0.262
CFAP97	gw18	v1	v1	mid	rg	0	0.41464	1.03946	2.50691	0.544	0.217
CFDP1	gw18	parietal	msp	mid	neuron	0	0.26156	0.30785	1.17695	0.572	0.486
CGGBP1	gw18	v1	v1	mid	rg	0	0.29105	0.6292	2.16185	0.374	0.173
CHCHD10	gw18	pfc	pfc	mid	neuron	0	0.39562	10.90619	27.56749	0.193	0.007
CHCHD10	gw18	pfc	pfc	mid	rg	0	0.41638	6.60207	15.85601	0.222	0.014
CHCHD2	gw18	v1	v1	mid	ipc	0	0.3283	0.42313	1.28886	0.937	0.727
CHCHD2	gw18	pfc	pfc	mid	rg	0	0.4531	0.58004	1.28016	0.955	0.746
CHCHD2	gw18	v1	v1	mid	rg	0	0.86199	1.25856	1.46006	0.987	0.676
CHD3	gw18	v1	v1	mid	neuron	0	0.26405	0.44904	1.70058	0.585	0.344
CHD9	gw18	parietal	msp	mid	neuron	0	0.35523	0.43684	1.22973	0.728	0.592
CHD9	gw18	temporal	temporal	mid	neuron	0	0.25725	0.30548	1.1875	0.703	0.592
CHGA	gw18	pfc	pfc	mid	ipc	0	0.41674	1.82627	4.38222	0.149	0.034
CHL1	gw18	motor	msp	mid	ipc	1e-5	0.51411	1.1073	2.15385	0.392	0.182
CHL1	gw18	v1	v1	mid	neuron	0	0.30201	0.41539	1.37543	0.806	0.586
CHMP1A	gw18	v1	v1	mid	rg	0	0.32168	1.17347	3.64789	0.259	0.071
CHMP2B	gw18	v1	v1	mid	neuron	0	0.34801	0.80975	2.3268	0.356	0.153
CIDEA	gw18	parietal	msp	mid	neuron	0	0.47517	1.79096	3.76913	0.147	0.039
CIDEA	gw18	temporal	temporal	mid	neuron	0	0.44092	2.00729	4.55251	0.173	0.038
CIRBP	gw18	temporal	temporal	mid	neuron	0	0.27728	0.29019	1.04656	0.989	0.945
CIRBP	gw18	temporal	temporal	mid	rg	0	0.25292	0.25345	1.00206	0.972	0.97
CKB	gw18	pfc	pfc	mid	ipc	0	0.27307	0.33649	1.23226	0.764	0.62
CKB	gw18	v1	v1	mid	ipc	0	0.33599	0.49788	1.48187	0.858	0.579
CKB	gw18	pfc	pfc	mid	neuron	0	0.30159	0.40979	1.35874	0.909	0.669
CKB	gw18	v1	v1	mid	neuron	0	0.72241	1.02972	1.42541	0.965	0.677
CKB	gw18	pfc	pfc	mid	rg	0	0.7486	1.25604	1.67785	1	0.596
CKB	gw18	v1	v1	mid	rg	0	1.04805	2.1152	2.01822	0.997	0.494
CLIC1	gw18	temporal	temporal	mid	ipc	4.8e-4	0.26684	0.53368	1.99998	0.232	0.116
CLMP	gw18	pfc	pfc	mid	neuron	0	0.25877	0.52912	2.04478	0.411	0.201
CLPP	gw18	v1	v1	mid	rg	3e-5	0.25666	0.49883	1.9435	0.344	0.177
CLTA	gw18	pfc	pfc	mid	ipc	0	0.34704	0.45072	1.29877	0.526	0.405
CLTA	gw18	pfc	pfc	mid	neuron	0	0.37067	0.56333	1.51975	0.731	0.481
CLTA	gw18	v1	v1	mid	neuron	0	0.40224	0.65993	1.64066	0.799	0.487
CLTA	gw18	pfc	pfc	mid	rg	0	0.58116	1.13676	1.95601	0.667	0.341
CLTA	gw18	v1	v1	mid	rg	0	0.66566	2.24206	3.36818	0.741	0.22
CLTB	gw18	pfc	pfc	mid	neuron	0	0.85606	7.56699	8.83929	0.495	0.056
CLTB	gw18	pfc	pfc	mid	rg	0	0.51772	3.95986	7.64865	0.283	0.037
CLTB	gw18	pfc	pfc	mid	ipc	0	0.60325	4.56733	7.57116	0.212	0.028
CLU	gw18	temporal	temporal	mid	ipc	8e-5	0.26394	0.59314	2.24729	0.209	0.093
CMAS	gw18	pfc	pfc	mid	rg	0.00221	0.29273	0.58007	1.9816	0.323	0.163
CMAS	gw18	v1	v1	mid	rg	0	0.30041	0.81612	2.71667	0.326	0.12
CMBL	gw18	v1	v1	mid	rg	0	0.28946	0.87346	3.01754	0.344	0.114
CMSS1	gw18	parietal	msp	mid	neuron	0	0.3353	0.52906	1.57787	0.385	0.244
CMSS1	gw18	temporal	temporal	mid	neuron	0	0.30586	0.52361	1.71193	0.416	0.243
CMTM6	gw18	v1	v1	mid	rg	0	0.26637	0.63358	2.37857	0.333	0.14
CNBP	gw18	parietal	msp	mid	neuron	0	0.25657	0.31604	1.23182	0.542	0.44
CNBP	gw18	temporal	temporal	mid	neuron	0	0.29127	0.39991	1.373	0.6	0.437
CNIH3	gw18	pfc	pfc	mid	neuron	0	0.25226	0.85346	3.38328	0.203	0.06
CNN3	gw18	v1	v1	mid	ipc	0	0.31885	0.54925	1.72258	0.534	0.31
CNN3	gw18	pfc	pfc	mid	rg	0	0.41165	0.57146	1.38822	0.919	0.662
CNN3	gw18	v1	v1	mid	rg	0	0.94547	1.61511	1.70826	0.972	0.569
CNR1	gw18	parietal	msp	mid	ipc	5e-5	0.28124	0.40884	1.4537	0.471	0.324
CNRIP1	gw18	v1	v1	mid	rg	0	0.30469	0.7809	2.56296	0.346	0.135
CNTFR	gw18	temporal	temporal	mid	neuron	0	0.25655	0.63983	2.49395	0.207	0.083
CNTN1	gw18	parietal	msp	mid	neuron	0	0.26606	0.37725	1.41791	0.285	0.201
CNTNAP2	gw18	pfc	pfc	mid	neuron	0	0.29637	0.98607	3.32721	0.183	0.055
CNTNAP2	gw18	temporal	temporal	mid	ipc	0.03289	0.27805	0.49698	1.78739	0.227	0.127
CNTNAP5	gw18	parietal	msp	mid	neuron	0	0.29031	1.60357	5.52355	0.116	0.021
COMMD2	gw18	parietal	msp	mid	neuron	0	0.41186	0.57469	1.39535	0.42	0.301
COMMD2	gw18	temporal	temporal	mid	neuron	0	0.35159	0.50929	1.4485	0.436	0.301
COMMD6	gw18	temporal	temporal	mid	ipc	0	0.25959	0.28277	1.08926	0.903	0.829
COMMD7	gw18	pfc	pfc	mid	rg	6e-5	0.33551	0.65399	1.94924	0.384	0.197
COMMD7	gw18	v1	v1	mid	rg	0	0.43647	1.34524	3.08209	0.413	0.134
COMT	gw18	v1	v1	mid	rg	0	0.35072	0.60624	1.72857	0.605	0.35
COMTD1	gw18	pfc	pfc	mid	neuron	0	0.26481	0.68724	2.59521	0.218	0.084
COPRS	gw18	pfc	pfc	mid	rg	0.00245	0.25086	1.17064	4.66649	0.126	0.027
CORO1C	gw18	parietal	msp	mid	ipc	0	0.47688	0.80283	1.6835	0.5	0.297
CORO1C	gw18	temporal	temporal	mid	ipc	0	0.49725	0.91418	1.83849	0.535	0.291
COX4I1	gw18	motor	msp	mid	neuron	0	0.29405	0.29237	0.99429	0.871	0.876
COX5A	gw18	pfc	pfc	mid	ipc	0	0.33893	0.44982	1.32718	0.503	0.379
COX5A	gw18	pfc	pfc	mid	neuron	0	0.49771	0.81969	1.64693	0.779	0.473
COX5A	gw18	v1	v1	mid	neuron	0	0.40603	0.66195	1.6303	0.807	0.495
COX5A	gw18	pfc	pfc	mid	rg	0	0.61261	1.44304	2.35556	0.742	0.315
COX5A	gw18	v1	v1	mid	rg	0	0.66551	1.9151	2.87764	0.682	0.237
COX5B	gw18	pfc	pfc	mid	ipc	0	0.41617	0.49463	1.18854	0.643	0.541
COX5B	gw18	pfc	pfc	mid	neuron	0	0.35556	0.47428	1.33388	0.815	0.611
COX5B	gw18	pfc	pfc	mid	rg	0	0.48924	0.62567	1.27885	0.798	0.624
COX5B	gw18	v1	v1	mid	rg	0	0.2635	0.37517	1.42382	0.813	0.571
COX6B1	gw18	pfc	pfc	mid	neuron	0	0.26404	0.31714	1.20112	0.86	0.716
COX6C	gw18	parietal	msp	mid	neuron	0	0.27576	0.29859	1.08279	0.837	0.773
COX6C	gw18	pfc	pfc	mid	neuron	0	0.28947	0.34468	1.19074	0.874	0.734
COX6C	gw18	temporal	temporal	mid	neuron	0	0.31708	0.36103	1.1386	0.879	0.772
COX7A1	gw18	parietal	msp	mid	neuron	0	0.27129	1.07576	3.96538	0.115	0.029
COX7A2	gw18	pfc	pfc	mid	ipc	0	0.27444	0.27942	1.01814	0.898	0.882
COX7A2	gw18	pfc	pfc	mid	neuron	0	0.33406	0.36168	1.08268	0.969	0.895
COX7A2	gw18	temporal	temporal	mid	neuron	0	0.25078	0.26669	1.06346	0.972	0.914
COX7A2L	gw18	temporal	temporal	mid	neuron	0	0.27158	0.32565	1.1991	0.801	0.668
COX7A2L	gw18	parietal	msp	mid	neuron	0	0.26165	0.28898	1.10448	0.74	0.67
COX7B	gw18	pfc	pfc	mid	neuron	0	0.27875	0.36577	1.31217	0.744	0.567
COX7C	gw18	parietal	msp	mid	ipc	0	0.29972	0.31544	1.05246	0.983	0.934
COX7C	gw18	parietal	msp	mid	neuron	0	0.33367	0.34715	1.04039	0.953	0.916
COX7C	gw18	pfc	pfc	mid	neuron	0	0.26344	0.28461	1.08036	0.968	0.896
COX7C	gw18	temporal	temporal	mid	neuron	0	0.29613	0.31456	1.06223	0.973	0.916
COX8A	gw18	pfc	pfc	mid	ipc	0	0.28842	0.30196	1.04693	0.58	0.554
COX8A	gw18	pfc	pfc	mid	neuron	0	0.25375	0.3199	1.26072	0.764	0.606
CPE	gw18	pfc	pfc	mid	ipc	0	0.44028	0.65048	1.47742	0.458	0.31
CPLX2	gw18	parietal	msp	mid	neuron	0	0.25822	0.47486	1.83897	0.217	0.118
CPNE1	gw18	v1	v1	mid	rg	0.00112	0.30501	0.64311	2.10851	0.272	0.129
CPVL	gw18	temporal	temporal	mid	neuron	0	0.36042	1.27306	3.5322	0.219	0.062
CRELD2	gw18	pfc	pfc	mid	rg	0	0.49719	2.6686	5.36735	0.263	0.049
CRELD2	gw18	pfc	pfc	mid	neuron	0	0.26958	1.77671	6.59061	0.145	0.022
CRIP2	gw18	v1	v1	mid	rg	0	0.36184	0.83353	2.30357	0.387	0.168
CRMP1	gw18	pfc	pfc	mid	neuron	0	0.30721	0.38917	1.26677	0.831	0.656
CRMP1	gw18	pfc	pfc	mid	rg	1.8e-4	0.30325	0.51037	1.68301	0.515	0.306
CRYAB	gw18	v1	v1	mid	rg	0	0.71257	2.82323	3.96203	0.313	0.079
CRYL1	gw18	v1	v1	mid	rg	0	0.27019	0.79557	2.94444	0.318	0.108
CRYM	gw18	parietal	msp	mid	neuron	0	1.04608	2.88276	2.75578	0.835	0.303
CRYM	gw18	temporal	temporal	mid	neuron	0	0.99705	2.93464	2.94333	0.883	0.3
CRYM	gw18	pfc	pfc	mid	rg	0	0.43942	1.6508	3.75676	0.278	0.074
CSAD	gw18	v1	v1	mid	neuron	0	0.45045	2.25917	5.01538	0.326	0.065
CSAD	gw18	v1	v1	mid	ipc	0	0.32597	1.32421	4.06242	0.195	0.048
CSNK1A1	gw18	v1	v1	mid	neuron	0	0.42963	0.68599	1.59671	0.776	0.486
CSNK1A1	gw18	v1	v1	mid	rg	0	0.45166	0.87313	1.93313	0.636	0.329
CSNK1E	gw18	v1	v1	mid	ipc	0	0.30967	0.55464	1.79104	0.48	0.268
CSNK1E	gw18	v1	v1	mid	rg	1e-5	0.27118	0.50862	1.8756	0.392	0.209
CSNK1G3	gw18	pfc	pfc	mid	ipc	0	0.3132	0.52717	1.68315	0.17	0.101
CSNK1G3	gw18	pfc	pfc	mid	neuron	0	0.32705	0.94436	2.88746	0.231	0.08
CSRNP3	gw18	parietal	msp	mid	neuron	0	0.27918	0.34937	1.25142	0.662	0.529
CSRNP3	gw18	temporal	temporal	mid	neuron	0	0.26155	0.33077	1.26465	0.669	0.529
CSRP2	gw18	motor	msp	mid	ipc	0	0.72273	0.90467	1.25175	0.895	0.715
CSRP2	gw18	motor	msp	mid	neuron	0	0.29677	0.2871	0.96742	0.861	0.89
CSRP2	gw18	pfc	pfc	mid	neuron	0	0.28357	0.30402	1.07209	0.922	0.86
CST3	gw18	pfc	pfc	mid	neuron	0	0.42066	1.28854	3.06316	0.291	0.095
CST3	gw18	v1	v1	mid	rg	0	1.51509	3.84639	2.53871	0.787	0.31
CST3	gw18	pfc	pfc	mid	ipc	0	0.41299	0.61061	1.47852	0.241	0.163
CSTF3	gw18	parietal	msp	mid	neuron	0	0.25795	0.35103	1.36082	0.396	0.291
CTNNA2	gw18	v1	v1	mid	neuron	0	0.31145	0.90192	2.89583	0.278	0.096
CTNNBL1	gw18	pfc	pfc	mid	neuron	0	0.58801	1.60429	2.72832	0.472	0.173
CTNND2	gw18	parietal	msp	mid	neuron	0	0.478	0.88259	1.84643	0.517	0.28
CTNND2	gw18	temporal	temporal	mid	neuron	0	0.42376	0.77487	1.82857	0.512	0.28
CTSD	gw18	v1	v1	mid	rg	0	0.35177	1.66765	4.74074	0.256	0.054
CTSF	gw18	pfc	pfc	mid	rg	0	0.34145	1.34871	3.94993	0.237	0.06
CTTNBP2	gw18	motor	msp	mid	ipc	2.8e-4	0.44024	0.69524	1.57922	0.608	0.385
CTTNBP2	gw18	pfc	pfc	mid	ipc	0	0.46076	0.63473	1.37758	0.467	0.339
CTTNBP2	gw18	motor	msp	mid	neuron	0	0.38839	0.42723	1.1	0.495	0.45
CTTNBP2	gw18	v1	v1	mid	rg	0	0.34231	1.89896	5.54749	0.233	0.042
CUL5	gw18	v1	v1	mid	rg	0	0.27943	0.59029	2.1125	0.338	0.16
CUX1	gw18	parietal	msp	mid	ipc	0	0.59721	1.11565	1.86809	0.439	0.235
CUX1	gw18	motor	msp	mid	neuron	0	0.32079	0.49996	1.55854	0.173	0.111
CXADR	gw18	pfc	pfc	mid	ipc	0	0.39888	0.54062	1.35535	0.431	0.318
CXCL14	gw18	v1	v1	mid	rg	0	0.40695	2.95031	7.24974	0.203	0.028
CYBA	gw18	pfc	pfc	mid	rg	0	0.46674	1.51183	3.23913	0.298	0.092
CYBA	gw18	v1	v1	mid	rg	1.6e-4	0.30744	0.79636	2.59033	0.215	0.083
CYC1	gw18	pfc	pfc	mid	ipc	0	0.52818	0.99195	1.87805	0.308	0.164
CYC1	gw18	pfc	pfc	mid	neuron	0	0.74932	2.97986	3.97674	0.513	0.129
CYC1	gw18	pfc	pfc	mid	rg	0	0.73501	1.83276	2.49351	0.576	0.231
CYC1	gw18	v1	v1	mid	rg	0	0.33263	0.94399	2.83799	0.508	0.179
CYR61	gw18	pfc	pfc	mid	rg	0	0.76826	1.32008	1.71827	0.677	0.394
CYTH2	gw18	v1	v1	mid	rg	0	0.37781	1.1503	3.04464	0.341	0.112
CYTH2	gw18	v1	v1	mid	ipc	0	0.28705	0.46605	1.62361	0.44	0.271
DAAM1	gw18	temporal	temporal	mid	ipc	1e-5	0.3273	0.45265	1.38298	0.585	0.423
DAAM2	gw18	v1	v1	mid	rg	0	0.40884	9.67471	23.66404	0.213	0.009
DAB1	gw18	motor	msp	mid	ipc	0	0.68818	2.92942	4.25676	0.315	0.074
DALRD3	gw18	v1	v1	mid	neuron	0	0.27925	0.7039	2.52066	0.305	0.121
DALRD3	gw18	v1	v1	mid	rg	0	0.31917	1.07554	3.36982	0.246	0.073
DBI	gw18	temporal	temporal	mid	ipc	0	0.34985	0.55926	1.59859	0.454	0.284
DBI	gw18	temporal	temporal	mid	neuron	0	0.27194	0.33844	1.24454	0.57	0.458
DBN1	gw18	v1	v1	mid	ipc	0	0.29092	0.49088	1.68731	0.545	0.323
DBN1	gw18	pfc	pfc	mid	rg	0	0.42002	0.78351	1.86538	0.485	0.26
DBN1	gw18	v1	v1	mid	rg	0	0.45709	1.29425	2.83152	0.521	0.184
DBNL	gw18	v1	v1	mid	rg	0	0.26929	0.75821	2.81553	0.29	0.103
DCN	gw18	motor	msp	mid	rg	8e-5	0.47713	6.81608	14.28571	0.5	0.035
DCTN2	gw18	v1	v1	mid	rg	0	0.34286	0.5127	1.49537	0.646	0.432
DCUN1D5	gw18	v1	v1	mid	rg	0	0.4509	1.73598	3.85	0.385	0.1
DCXR	gw18	pfc	pfc	mid	rg	0	0.33157	0.68294	2.0597	0.414	0.201
DCXR	gw18	v1	v1	mid	rg	0	0.52432	1.83921	3.50781	0.449	0.128
DDAH2	gw18	temporal	temporal	mid	ipc	0	0.27601	0.28093	1.01782	0.971	0.954
DDIT4	gw18	pfc	pfc	mid	rg	0	0.33949	0.75615	2.22727	0.343	0.154
DDIT4	gw18	v1	v1	mid	rg	0	0.41644	1.23073	2.95536	0.331	0.112
DDR1	gw18	v1	v1	mid	rg	0	0.26832	0.52768	1.96666	0.413	0.21
DDRGK1	gw18	v1	v1	mid	rg	0	0.33103	1.11604	3.37138	0.236	0.07
DDT	gw18	pfc	pfc	mid	ipc	1.4e-4	0.28167	0.36423	1.2931	0.3	0.232
DDT	gw18	pfc	pfc	mid	rg	0	0.51473	1.12057	2.17703	0.455	0.209
DDT	gw18	v1	v1	mid	rg	0	0.4123	1.33205	3.23077	0.462	0.143
DDX1	gw18	temporal	temporal	mid	ipc	0.0498	0.26585	0.35497	1.33526	0.462	0.346
DDX17	gw18	v1	v1	mid	rg	0	0.40609	0.58133	1.43154	0.826	0.577
DDX18	gw18	parietal	msp	mid	neuron	0	0.2785	0.34403	1.23529	0.462	0.374
DDX18	gw18	temporal	temporal	mid	neuron	0	0.32205	0.45833	1.42318	0.528	0.371
DDX24	gw18	temporal	temporal	mid	neuron	0	0.32214	0.39031	1.21162	0.813	0.671
DDX46	gw18	parietal	msp	mid	ipc	0.0594	0.25302	0.31709	1.25323	0.485	0.387
DDX46	gw18	parietal	msp	mid	neuron	0	0.26172	0.31729	1.21231	0.571	0.471
DEK	gw18	v1	v1	mid	ipc	0	0.26837	0.44789	1.66892	0.494	0.296
DEK	gw18	v1	v1	mid	neuron	0	0.41253	0.87004	2.10902	0.561	0.266
DEK	gw18	v1	v1	mid	rg	0	0.59996	1.14161	1.90281	0.744	0.391
DGCR6L	gw18	pfc	pfc	mid	rg	0	0.31676	0.71654	2.26207	0.328	0.145
DHRS4L2	gw18	v1	v1	mid	rg	0	0.28724	0.93647	3.26023	0.238	0.073
DHRS7	gw18	v1	v1	mid	rg	0.00487	0.29369	0.47965	1.6332	0.423	0.259
DHX36	gw18	v1	v1	mid	rg	0	0.3095	0.53042	1.71378	0.485	0.283
DIO2	gw18	v1	v1	mid	rg	0	0.58668	1.99259	3.3964	0.377	0.111
DKK3	gw18	v1	v1	mid	rg	2e-5	0.26919	0.4777	1.77458	0.433	0.244
DLC1	gw18	parietal	msp	mid	neuron	0	0.3276	1.16705	3.56243	0.171	0.048
DMD	gw18	parietal	msp	mid	neuron	0	0.54439	1.3643	2.5061	0.411	0.164
DMD	gw18	temporal	temporal	mid	neuron	0	0.594	1.61072	2.71166	0.442	0.163
DNAJB2	gw18	v1	v1	mid	rg	0	0.29395	0.85245	2.9	0.29	0.1
DNAJB6	gw18	temporal	temporal	mid	neuron	0	0.28688	0.31911	1.11233	0.911	0.819
DNAJC2	gw18	v1	v1	mid	rg	0	0.31581	0.90137	2.85414	0.274	0.096
DNAJC4	gw18	pfc	pfc	mid	rg	0.06026	0.25879	0.76342	2.94995	0.177	0.06
DNAJC8	gw18	parietal	msp	mid	rg	0.00189	0.33152	0.31935	0.96329	0.656	0.681
DNPH1	gw18	v1	v1	mid	rg	0	0.65122	3.19213	4.90179	0.549	0.112
DNTTIP1	gw18	v1	v1	mid	rg	0	0.31573	1.21506	3.84848	0.254	0.066
DOK5	gw18	v1	v1	mid	neuron	0	0.83932	1.3276	1.58175	0.832	0.526
DOK5	gw18	v1	v1	mid	rg	0	0.45732	0.59285	1.29635	0.923	0.712
DOK6	gw18	v1	v1	mid	ipc	0	0.30019	0.63762	2.12409	0.291	0.137
DOK6	gw18	motor	msp	mid	rg	0.03307	0.28303	3.92705	13.875	0.333	0.024
DPH7	gw18	v1	v1	mid	rg	0	0.25517	1.20174	4.70953	0.146	0.031
DPP10	gw18	parietal	msp	mid	neuron	0	0.28362	0.75936	2.67738	0.166	0.062
DPP7	gw18	pfc	pfc	mid	rg	0	0.47737	1.2792	2.67969	0.343	0.128
DPP7	gw18	pfc	pfc	mid	ipc	0	0.26502	0.61644	2.32604	0.107	0.046
DPYSL4	gw18	v1	v1	mid	rg	0	0.28306	0.97604	3.44822	0.2	0.058
DRAXIN	gw18	pfc	pfc	mid	neuron	0	0.34979	0.65115	1.86154	0.484	0.26
DSEL	gw18	parietal	msp	mid	neuron	0	0.33784	0.7057	2.08889	0.282	0.135
