# From df_markers_by_cell_type_and_indiv.txt.
# Expanded metadata and filtered for excitatory lineage cells (rg, ipc, neuron).
# See `compare_markers_MAST_wilcox.Rmd`
# [2020-11-28]
# 
gene	p_val_adj	avg_logfc	gene.score	gene.ratio	pct.1	pct.2	p_val	stage_area	area	individual	celltype_stage	celltype_region	cell_type	file	stage_region	stage	region
METAP2	1	0.2788	0.33648	1.2069	0.595	0.493	0.00723	early_somatosensory	somatosensory	gw17	neuron_early	neuron_msp	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_msp	early	msp
DDX1	1	0.25283	0.34602	1.36855	0.557	0.407	0.00735	early_somatosensory	somatosensory	gw17	neuron_early	neuron_msp	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_msp	early	msp
ATP5G1	1	0.25283	0.29876	1.18167	0.709	0.6	0.00752	early_somatosensory	somatosensory	gw17	neuron_early	neuron_msp	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_msp	early	msp
SSBP2	1	0.30093	0.37544	1.2476	0.519	0.416	0.00765	early_somatosensory	somatosensory	gw17	neuron_early	neuron_msp	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_msp	early	msp
GTF2A2	1	0.31915	0.46466	1.45594	0.38	0.261	0.00796	early_somatosensory	somatosensory	gw17	neuron_early	neuron_msp	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_msp	early	msp
DBI	1	0.31048	0.38458	1.23866	0.519	0.419	0.00853	early_somatosensory	somatosensory	gw17	neuron_early	neuron_msp	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_msp	early	msp
DHPS	1	0.32686	0.45335	1.38699	0.405	0.292	0.00975	early_somatosensory	somatosensory	gw17	neuron_early	neuron_msp	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_msp	early	msp
RPL13	0	0.5163	0.5412	1.04822	1	0.954	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS8	0	0.43423	0.43423	1	1	1	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL13A	0	0.40045	0.40045	1	1	1	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS15A	0	0.45692	0.46247	1.01215	1	0.988	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS18	0	0.33598	0.33598	1	1	1	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL10	0	0.31793	0.31762	0.999	1	1.001	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL37A	0	0.34069	0.34137	1.002	1	0.998	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
BCL11A	0	0.91143	2.16535	2.37576	0.784	0.33	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL26	0	0.39275	0.39393	1.00301	1	0.997	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
EEF1A1	0	0.43129	0.44144	1.02354	1	0.977	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL41	0	0.35489	0.35489	1	1	1	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS15	0	0.31889	0.31889	1	1	1	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL36A	0	0.59557	0.71279	1.19682	0.979	0.818	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL32	0	0.30675	0.30675	1	1	1	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL11	0	0.3482	0.35065	1.00705	1	0.993	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL12	0	0.38561	0.3939	1.02149	0.998	0.977	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
NTM	0	0.78399	1.46694	1.87112	0.784	0.419	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS12	0	0.40389	0.42351	1.04857	0.993	0.947	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL36	0	0.3156	0.31783	1.00705	1	0.993	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS6	0	0.34432	0.35207	1.02249	1	0.978	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL4	0	0.48208	0.57994	1.20299	0.966	0.803	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL10A	0	0.39464	0.4251	1.07717	0.991	0.92	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
NFIX	0	0.78328	2.32282	2.96552	0.516	0.174	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS5	0	0.36454	0.37661	1.03313	0.998	0.966	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
ID2	0	0.70396	1.59472	2.26537	0.7	0.309	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
TCF4	0	0.62499	0.97795	1.56475	0.87	0.556	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS21	0	0.41779	0.47216	1.13014	0.99	0.876	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
GNB2L1	0	0.45372	0.52568	1.1586	0.957	0.826	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL37	0	0.35195	0.37885	1.07642	0.986	0.916	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL18A	0	0.29062	0.29445	1.01317	1	0.987	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL18	0	0.33723	0.35395	1.04958	0.995	0.948	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
CRYM	0	0.69511	1.60497	2.30894	0.568	0.246	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL38	0	0.29979	0.30687	1.02361	0.997	0.974	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS3	0	0.34021	0.3602	1.05876	0.991	0.936	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL35A	0	0.25014	0.25165	1.00604	1	0.994	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL28	0	0.32417	0.34277	1.05739	0.995	0.941	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS17	0	0.29459	0.30185	1.02464	0.998	0.974	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
NR2F1	0	0.63564	2.56672	4.03797	0.319	0.079	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
NEFM	0	0.65192	2.17118	3.33043	0.383	0.115	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL31	0	0.29962	0.30955	1.03316	0.997	0.965	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL5	0	0.35896	0.3933	1.09566	0.985	0.899	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS28	0	0.25965	0.26175	1.00806	1	0.992	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL9	0	0.32491	0.34109	1.04979	0.991	0.944	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS23	0	0.27683	0.28022	1.01223	0.993	0.981	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS7	0	0.34821	0.3937	1.13064	0.978	0.865	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
TLE4	0	0.61808	1.62785	2.63372	0.453	0.172	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
AKT3	0	0.58065	1.9908	3.42857	0.312	0.091	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL29	0	0.30318	0.31852	1.05058	0.997	0.949	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL7A	0	0.41326	0.49267	1.19216	0.943	0.791	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS16	0	0.36133	0.41143	1.13866	0.969	0.851	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
PCDH9	0	0.55771	1.80699	3.24	0.324	0.1	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
NFIB	0	0.46508	0.7179	1.5436	0.832	0.539	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL24	0	0.28245	0.29806	1.05526	0.993	0.941	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS20	0	0.33682	0.39772	1.18083	0.973	0.824	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL35	0	0.25467	0.26041	1.02256	0.997	0.975	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS9	0	0.30503	0.33622	1.10225	0.981	0.89	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL23	0	0.31935	0.34968	1.09497	0.957	0.874	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
TMEM161B-AS1	0	0.52675	0.93564	1.77624	0.643	0.362	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL30	0	0.28594	0.31351	1.09641	0.978	0.892	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPS10	0	0.44768	0.64898	1.44964	0.806	0.556	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
ZBTB18	0	0.45048	0.71199	1.58051	0.746	0.472	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
ZFAS1	0	0.40233	0.54391	1.35191	0.849	0.628	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPLP0	0	0.33178	0.40665	1.22568	0.907	0.74	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
NACA	0	0.30243	0.35576	1.17633	0.974	0.828	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
WASF1	0	0.48942	1.13103	2.31098	0.379	0.164	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
TSTD1	0	0.38191	0.93274	2.44231	0.381	0.156	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL27	0	0.26017	0.2817	1.08278	0.981	0.906	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPSA	0	0.33256	0.39129	1.17662	0.926	0.787	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
AFF3	0	0.46509	1.17313	2.52239	0.338	0.134	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RPL14	0	0.2869	0.32552	1.13459	0.961	0.847	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
PTPN2	0	0.44044	1.24412	2.82474	0.274	0.097	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
SOBP	0	0.47597	0.90801	1.90769	0.496	0.26	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
CALM1	0	0.30336	0.33269	1.0967	0.964	0.879	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
GADD45GIP1	0	0.40478	0.93391	2.30719	0.353	0.153	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
MTDH	0	0.39702	1.0758	2.70968	0.252	0.093	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RUNX1T1	0	0.42073	0.65608	1.55936	0.683	0.438	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
ADCY1	0	0.41659	1.08226	2.59794	0.252	0.097	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
FOXG1	0	0.39686	0.61034	1.53793	0.669	0.435	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
C6orf48	0	0.38744	0.7841	2.02381	0.425	0.21	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
MSRA	0	0.39713	0.80232	2.0203	0.398	0.197	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
SNHG8	0	0.3805	0.74198	1.95	0.429	0.22	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
CHD3	0	0.34259	0.77149	2.25191	0.295	0.131	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
SSTR2	0	0.39986	0.91593	2.2906	0.268	0.117	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
DYNC1I1	0	0.40913	0.81572	1.99379	0.321	0.161	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
SEPT11	0	0.35738	0.64835	1.81416	0.41	0.226	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
RDX	0	0.34379	0.70115	2.03947	0.31	0.152	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
C19orf60	0	0.33225	0.64114	1.92973	0.357	0.185	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
TPT1	0	0.31735	0.45637	1.4381	0.755	0.525	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
C5orf24	0	0.3218	0.62416	1.93956	0.353	0.182	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
DOK5	0	0.34836	0.55455	1.5919	0.511	0.321	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
CDH2	0	0.34604	0.65242	1.88542	0.362	0.192	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
PAK7	0	0.28577	0.60033	2.10072	0.292	0.139	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
SSBP2	0	0.33181	0.50779	1.53039	0.554	0.362	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
HIST1H4C	0	0.31904	0.46641	1.46188	0.652	0.446	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
ASAH1	0	0.30244	0.57624	1.90533	0.322	0.169	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
CKB	0	0.28202	0.36932	1.30956	0.808	0.617	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
NEUROD2	1e-5	0.2861	0.45742	1.59882	0.542	0.339	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
EIF3E	1e-5	0.27266	0.35894	1.31643	0.753	0.572	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
SOX5	1e-5	0.30355	0.5931	1.95385	0.254	0.13	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
MT-ND1	2e-5	0.25667	0.34283	1.33569	0.756	0.566	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
NCAM1	9e-5	0.2799	0.40243	1.43778	0.647	0.45	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
PTN	1.4e-4	0.36084	0.59836	1.65823	0.393	0.237	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
EIF3F	2.5e-4	0.27727	0.47827	1.72489	0.395	0.229	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
PTPRZ1	6.1e-4	0.30649	0.46013	1.50127	0.59	0.393	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
DDX21	7.5e-4	0.2541	0.44044	1.73333	0.338	0.195	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
CAMKV	9e-4	0.27437	0.44492	1.62162	0.42	0.259	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
NMT2	0.00144	0.26676	0.43453	1.62891	0.417	0.256	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
SSBP3	0.00376	0.26004	0.44598	1.71508	0.307	0.179	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
CELF1	0.02096	0.26197	0.41381	1.57965	0.357	0.226	0	early_v1	v1	gw17	neuron_early	neuron_v1	neuron	gw17_neocortex_neuron_byarea_clustermarkers.txt	early_v1	early	v1
PTN	0	0.88135	0.86219	0.97826	0.945	0.966	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
DBI	0	0.92126	0.93975	1.02007	0.864	0.847	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
CLU	0	0.84879	1.12427	1.32456	0.755	0.57	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
MYL6	0	0.50218	0.50326	1.00216	0.927	0.925	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
TMSB4X	0	0.25674	0.25649	0.999	1	1.001	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
AC090498.1	0	0.51602	0.5303	1.02768	0.891	0.867	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
MALAT1	0	0.29822	0.29793	0.999	1	1.001	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
HMGN3	0	0.60997	0.62906	1.03129	0.791	0.767	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
VIM	1e-5	0.54379	0.54641	1.00481	0.836	0.832	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
PTPRZ1	8e-5	0.61116	0.58771	0.96163	0.827	0.86	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
C1orf61	1e-4	0.54025	0.50711	0.93865	0.918	0.978	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
RPS2	2.4e-4	0.41063	0.52779	1.28534	0.973	0.757	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
MDK	2.5e-4	0.60974	0.59614	0.97769	0.745	0.762	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
SERF2	2.8e-4	0.42442	0.39713	0.93569	0.873	0.933	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
SEPT7	5.6e-4	0.6963	0.63261	0.90854	0.745	0.82	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
SON	7.8e-4	0.40848	0.38409	0.9403	0.882	0.938	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
PPDPF	8.6e-4	0.49433	0.45732	0.92515	0.791	0.855	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
WBP5	0.016	0.50855	0.5021	0.98731	0.7	0.709	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
H3F3B	0.02629	0.30411	0.29434	0.96787	0.964	0.996	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
HES1	0.06713	0.83443	0.75594	0.90594	0.809	0.893	0	early_motor	motor	gw17	rg_early	rg_msp	rg	gw17_neocortex_rg_byarea_clustermarkers.txt	early_msp	early	msp
